Player,Debut,Last Active,YOE,Retired,Position,Team,Total Games,Career PPG,Total PTS,Career RPG,Total RBS,Career APG,Total AST,Career SPG,Total STL,Career BPG,Total BLK,Career FG%,Career FG3%,Career FT%,Career eFG%,PER,Avg WS,Total WS,Hall of Fame,First Ballot,Inducted as Player,Inducted as Coach,Inducted as Contributor,Year Inducted,All-Stars,Scoring Champs,Rebound Champs,Assist Champs,Steal Champs,Block Champs,NBA Champs,All-NBA,All-Rookie,ROY,All-Defensive,Most Improved,Sixth Man,AS MVPs,DPOYs,MVPs,Finals MVPs,NBA 75th Anniv. Team
Keith Van Horn,1997,2006,9,1,SF,BRK,575,16.0,9206,6.8,3909,1.6,900,0.8,472,0.5,295,44.3,36.1,83.5,48.2,16.8,4.6,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Norm Van Lier,1969,1979,10,1,PG,CHI,746,11.8,8770,4.8,3596,7.0,5217,1.8,767,0.2,71,41.4,0.0,78.0,0.0,14.0,4.8,47.8,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,0,0
Gene Vance,1947,1952,5,1,NA,CHS,175,8.3,1445,3.0,109,2.3,403,0.0,0,0.0,0,31.5,0.0,68.7,0.0,6.0,2.1,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Vander Velden,1995,1996,1,1,SF,LAC,15,0.6,9,0.4,6,0.1,1,0.0,0,0.0,0,21.4,0.0,75.0,21.4,1.8,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernie Vandeweghe,1949,1956,6,1,SG,NYK,224,9.5,2135,4.6,834,2.4,548,0.0,0,0.0,0,42.1,0.0,74.0,0.0,17.1,3.0,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiki Vandeweghe,1980,1993,13,1,SF,POR,810,19.7,15980,3.4,2785,2.1,1668,0.6,468,0.3,243,52.5,36.8,87.2,53.4,18.4,5.8,75.6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Vanos,1985,1987,2,1,C,PHO,68,3.3,222,3.5,240,0.9,59,0.3,21,0.4,28,38.3,0.0,56.1,38.3,7.7,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Vanterpool,2000,2001,1,1,PG,WAS,22,5.5,122,1.7,37,3.0,66,1.0,23,0.1,3,41.8,0.0,60.0,41.8,10.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ratko Varda,2001,2002,1,1,C,DET,1,5.0,5,1.0,1,0.0,0,0.0,0,0.0,0,66.7,0.0,100.0,66.7,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarvis Varnado,2012,2014,2,1,PF,BOS,37,2.9,107,1.9,72,0.4,16,0.3,11,0.8,31,58.2,0.0,51.8,58.2,11.5,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Greivis Vásquez,2010,2017,7,1,PG,NOP,401,9.0,3591,2.5,1021,4.8,1935,0.6,236,0.1,34,41.8,34.9,81.7,48.0,13.7,1.8,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chico Vaughn,1962,1970,8,1,SG,ATL,491,11.9,5822,2.5,1224,2.1,1024,0.0,0,0.0,0,39.2,30.1,73.8,42.0,12.1,2.2,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Vaughn,1995,1999,4,1,PF,ORL,118,2.9,341,3.1,361,0.3,36,0.3,31,0.4,48,42.3,0.0,63.8,42.3,10.1,0.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacque Vaughn,1997,2009,12,1,PG,UTA,776,4.5,3463,1.3,1028,2.5,1919,0.5,403,0.0,15,42.9,35.2,77.9,44.5,10.1,1.3,15.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rashad Vaughn,2015,2018,3,1,SG,MIL,139,3.0,423,1.1,158,0.5,75,0.4,53,0.2,29,33.7,31.3,69.2,42.4,5.9,-0.2,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loy Vaught,1990,2001,11,1,PF,LAC,689,10.1,6984,7.1,4881,0.9,652,0.7,510,0.3,228,50.4,24.4,71.8,50.6,15.4,3.3,35.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pete Verhoeven,1981,1987,6,1,PF,POR,282,3.5,1000,2.3,641,0.5,152,0.5,128,0.2,67,50.5,25.0,68.9,50.5,10.3,0.9,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan Veselý,2011,2014,3,1,PF,WAS,162,3.6,590,3.5,562,0.6,96,0.7,107,0.5,84,52.1,0.0,40.8,52.1,10.9,1.3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gundars Vētra,1992,1993,1,1,SF,MIN,13,3.5,45,0.6,8,0.5,6,0.2,2,0.0,0,47.5,100.0,66.7,51.3,13.6,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Vianna,1991,1992,1,1,SF,DAL,1,2.0,2,0.0,0,2.0,2,0.0,0,0.0,0,50.0,0.0,0.0,50.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Villanueva,2005,2016,11,1,PF,DET,656,10.4,6808,4.6,3019,0.8,549,0.5,329,0.5,349,43.5,34.1,77.2,49.4,16.0,2.1,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jay Vincent,1981,1990,9,1,SF,DAL,576,15.2,8729,5.5,3167,2.0,1124,0.7,413,0.3,172,47.4,14.8,78.4,47.4,15.9,3.1,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sam Vincent,1985,1992,7,1,PG,ORL,396,7.8,3106,2.1,819,3.9,1543,0.7,268,0.2,60,44.9,18.2,86.3,45.2,14.1,1.6,10.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marcus Vinicius,2006,2008,2,1,SF,NOP,26,1.9,50,0.7,19,0.3,7,0.1,3,0.1,2,45.7,42.1,55.6,57.1,8.8,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fred Vinson,1994,2000,2,1,SG,ATL,13,1.3,17,0.1,1,0.1,1,0.2,3,0.0,0,25.0,23.1,66.7,31.3,-2.0,-0.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Voce,1989,1990,1,1,PF,CLE,1,2.0,2,2.0,2,0.0,0,0.0,0,0.0,0,33.3,0.0,0.0,33.3,19.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floyd Volker,1949,1950,1,1,NA,INO,54,7.4,397,0.0,0,2.1,112,0.0,0,0.0,0,30.9,0.0,55.0,0.0,0.0,-2.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Volkov,1989,1992,2,1,C,ATL,149,6.8,1019,2.6,384,2.2,333,0.7,102,0.3,52,45.5,33.3,61.3,48.3,14.1,2.2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitey Von Nieda,1949,1950,1,1,NA,TRI,59,5.3,313,0.0,0,2.4,143,0.0,0,0.0,0,35.7,0.0,63.5,0.0,0.0,2.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Voskuhl,2000,2009,9,1,C,PHO,450,4.0,1814,3.4,1539,0.5,237,0.3,148,0.4,166,48.7,33.3,71.4,48.8,10.8,1.3,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Vranes,1981,1988,7,1,SF,OKC,510,5.1,2613,3.9,1998,1.2,594,0.7,333,0.5,270,49.6,10.5,57.0,49.6,9.3,2.2,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Slavko Vraneš,2003,2004,1,1,C,POR,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,-20.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stojko Vranković,1990,1999,5,1,C,BOS,170,2.8,473,3.0,516,0.3,59,0.1,22,1.1,179,47.7,0.0,59.8,47.7,9.7,0.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Vroman,1980,1981,1,1,C,UTA,11,3.1,34,2.3,25,0.8,9,0.5,5,0.5,5,37.0,0.0,73.7,37.0,11.8,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Vroman,2004,2006,2,1,PF,NOP,87,3.3,285,3.0,261,0.6,51,0.4,37,0.3,30,40.8,0.0,58.0,40.8,8.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sasha Vujačić,2004,2017,10,1,SG,LAL,581,5.3,3094,1.9,1093,1.3,748,0.6,336,0.1,34,39.0,36.7,85.8,48.7,11.5,1.6,16.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Jan van Breda Kolff,1974,1983,9,1,SF,BRK,598,6.2,3696,4.3,2572,2.0,1178,0.8,476,0.8,468,44.4,28.2,82.1,44.5,10.4,2.5,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwyane Wade,2003,2019,16,1,SG,MIA,1054,22.0,23165,4.7,4933,5.4,5701,1.5,1620,0.8,885,48.0,29.3,76.5,49.5,23.5,7.5,120.7,0,0,0,0,0,0,13,1,0,0,0,0,3,8,1,0,3,0,0,1,0,0,1,1
Mark Wade,1987,1990,2,1,PG,GSW,12,0.7,8,1.3,15,3.0,36,0.6,7,0.1,1,15.0,0.0,50.0,15.0,4.9,-0.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Von Wafer,2005,2012,6,1,SG,LAL,200,5.3,1054,1.2,234,0.7,146,0.4,73,0.1,19,42.0,32.5,75.1,47.5,11.8,0.5,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clint Wager,1949,1950,1,1,NA,DET,63,2.3,143,0.0,0,1.4,90,0.0,0,0.0,0,28.1,0.0,61.7,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dajuan Wagner,2002,2007,4,1,SG,CLE,103,9.4,964,1.4,142,1.9,195,0.7,69,0.1,14,36.6,32.1,77.0,41.4,9.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Wagner,1949,1950,1,1,NA,SHE,11,6.3,69,0.0,0,1.6,18,0.0,0,0.0,0,35.2,0.0,88.6,0.0,0.0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milt Wagner,1987,1991,2,1,SG,LAL,53,4.1,215,0.7,35,1.4,76,0.2,8,0.1,7,42.2,29.6,87.5,44.1,10.6,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Granville Waiters,1983,1988,5,1,C,IND,249,2.4,606,2.2,540,0.5,121,0.2,56,0.7,185,45.8,0.0,55.9,45.8,8.3,0.4,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Wakefield,1978,1980,2,1,SG,CHI,81,2.3,187,1.0,80,0.9,73,0.2,20,0.0,2,35.4,0.0,70.8,35.4,4.4,-0.6,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neal Walk,1969,1977,8,1,C,PHO,568,12.6,7157,7.7,4392,2.1,1214,0.6,140,0.4,105,45.9,0.0,75.8,0.0,16.9,3.8,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Walker,1976,1977,1,1,SF,UTA,40,4.5,180,1.9,75,0.8,32,0.5,20,0.2,7,46.2,0.0,76.6,0.0,13.0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Walker,1996,2008,12,1,PF,BOS,893,17.5,15647,7.7,6891,3.5,3170,1.2,1085,0.5,469,41.4,32.5,63.3,46.1,16.0,3.2,38.1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Brady Walker,1948,1952,4,1,PF,BOS,228,7.0,1603,5.4,549,1.4,328,0.0,0,0.0,0,38.0,0.0,63.3,0.0,15.6,1.7,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrell Walker,1983,1993,10,1,PG,WAS,720,8.9,6389,4.4,3134,4.6,3276,1.5,1090,0.3,225,43.5,5.9,71.3,43.5,13.7,2.7,27.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Foots Walker,1974,1984,10,1,PG,CLE,658,6.4,4199,2.6,1686,4.7,3111,1.5,992,0.1,83,43.5,22.7,76.2,43.6,13.7,3.1,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Walker,2008,2015,5,1,SF,NYK,181,6.0,1079,2.2,401,0.8,153,0.5,93,0.1,27,44.6,36.9,76.0,55.6,10.8,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horace Walker,1961,1962,1,1,SF,CHP,65,6.7,438,7.2,466,1.1,69,0.0,0,0.0,0,33.9,0.0,72.5,0.0,10.4,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Walker,1967,1976,9,1,SG,DET,698,16.7,11655,2.7,1860,3.5,2429,1.1,253,0.2,36,46.1,0.0,82.9,0.0,14.4,4.8,42.9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Walker,1986,1995,7,1,SF,NYK,448,7.0,3128,4.0,1793,0.7,299,0.5,235,0.7,299,48.5,20.6,74.9,48.7,11.9,2.6,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Walker,1977,1978,1,1,SG,WAS,40,4.5,178,1.3,52,1.4,54,0.4,14,0.1,5,35.4,0.0,66.7,0.0,9.0,-0.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Samaki Walker,1996,2006,10,1,PF,DAL,445,5.3,2376,4.7,2089,0.6,252,0.3,134,0.7,316,46.2,11.1,63.0,46.2,12.7,1.4,14.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wally Walker,1976,1984,8,1,SF,OKC,565,7.0,3968,3.1,1759,1.5,844,0.4,216,0.2,111,46.7,20.0,64.3,46.7,11.4,1.6,12.9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Gerald Wallace,2001,2015,14,1,SF,CHO,832,11.9,9933,5.8,4838,2.1,1725,1.4,1200,0.8,681,46.9,31.2,70.9,49.6,16.3,4.3,59.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
John Wallace,1996,2004,7,1,SF,NYK,381,7.6,2901,2.8,1061,0.7,281,0.4,134,0.6,216,46.2,30.0,74.0,46.5,14.0,0.9,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rasheed Wallace,1995,2013,16,1,PF,POR,1109,14.4,16006,6.7,7404,1.8,1994,1.0,1090,1.3,1460,46.7,33.6,72.1,50.7,17.0,6.6,105.1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Jamie Waller,1987,1988,1,1,SG,BRK,9,4.7,42,1.4,13,0.3,3,0.4,4,0.1,1,40.0,0.0,55.6,40.0,7.1,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Walsh,1957,1958,1,1,NA,GSW,10,2.0,20,1.5,15,0.8,8,0.0,0,0.0,0,18.5,0.0,58.8,0.0,5.0,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Walsh,2005,2006,1,1,SG,MIA,2,1.0,2,0.0,0,0.0,0,0.0,0,0.0,0,100.0,0.0,0.0,100.0,-2.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rex Walters,1993,2000,7,1,SG,BRK,335,4.6,1547,1.2,403,1.7,569,0.4,129,0.1,30,44.1,36.1,80.9,51.4,11.2,0.9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Walther,1949,1955,6,1,SG,INO,370,7.7,2838,3.7,1168,2.6,974,0.0,0,0.0,0,36.2,0.0,70.8,0.0,13.0,3.4,20.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Walthour,1953,1954,1,1,NA,MLH,4,0.5,2,0.3,1,0.5,2,0.0,0,0.0,0,16.7,0.0,0.0,0.0,-5.4,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lloyd Walton,1976,1981,5,1,PG,MIL,341,4.2,1442,1.1,370,3.6,1243,0.8,264,0.1,28,45.4,25.0,71.1,45.5,11.4,1.0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Walton,2003,2013,10,1,SF,LAL,564,4.7,2649,2.8,1588,2.3,1317,0.6,313,0.2,102,42.9,32.6,71.5,46.6,11.7,1.4,13.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Perry Warbington,1974,1975,1,1,PG,PHI,5,2.0,10,1.6,8,3.2,16,0.0,0,0.0,0,19.0,0.0,100.0,0.0,3.1,-0.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Ward,1994,2005,11,1,PG,NYK,630,6.3,3947,2.6,1648,4.0,2539,1.2,776,0.2,128,40.8,36.4,77.1,50.2,13.8,3.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerry Ward,1963,1967,4,1,SG,ATL,169,3.2,542,1.7,294,1.4,237,0.0,0,0.0,0,35.6,0.0,63.9,0.0,6.6,0.2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casper Ware,2013,2014,1,1,PG,PHI,9,5.3,48,1.0,9,1.1,10,0.9,8,0.0,0,42.9,33.3,83.3,51.2,13.0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Ware,1966,1969,3,1,PF,SAC,64,2.3,150,2.4,153,0.2,14,0.0,0,0.0,0,29.3,0.0,64.2,29.3,6.8,-0.3,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Warley,1962,1970,8,1,SF,PHI,436,8.5,3686,5.6,2436,0.8,356,0.0,0,0.0,0,41.8,28.4,75.1,43.4,14.0,2.0,16.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Warlick,1965,1970,5,1,SG,GSW,186,7.9,1473,3.0,566,2.1,387,0.0,0,0.0,0,40.1,0.0,60.3,40.1,11.9,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cornell Warner,1970,1977,7,1,C,LAC,445,6.4,2860,7.5,3353,1.1,494,0.5,132,0.6,144,45.2,0.0,67.2,0.0,11.3,2.3,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jameel Warney,2017,2018,1,1,PF,DAL,3,5.7,17,3.0,9,0.0,0,0.0,0,0.0,0,58.3,0.0,60.0,58.3,22.5,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Warren,1969,1974,5,1,SG,CLE,303,6.0,1814,2.3,687,1.9,564,0.4,27,0.1,6,43.0,0.0,82.7,0.0,11.1,0.9,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Willie Warren,2010,2011,1,1,PG,LAC,19,1.9,37,0.6,12,1.4,27,0.3,6,0.0,0,37.1,33.3,75.0,44.3,10.8,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Warrick,1982,1986,4,1,PG,WAS,169,4.0,677,1.3,218,2.6,437,0.5,80,0.1,19,44.3,20.8,74.7,44.7,9.0,0.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hakim Warrick,2005,2013,8,1,PF,MEM,526,9.4,4947,4.0,2117,0.8,400,0.4,218,0.3,154,49.0,19.1,72.6,49.3,15.5,2.5,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Washburn,1986,1988,2,1,C,GSW,72,3.1,222,2.4,176,0.3,22,0.2,11,0.2,16,41.2,0.0,43.9,41.2,7.6,-0.3,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Washington,1969,1972,3,1,PG,CLE,118,5.9,700,2.0,234,3.5,413,0.0,0,0.0,0,39.7,0.0,77.6,39.7,14.4,0.7,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darius Washington,2007,2008,1,1,SG,SAS,18,2.9,53,1.1,20,0.8,15,0.3,5,0.0,0,43.8,33.3,53.8,47.9,9.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duane Washington,1987,1993,2,1,SG,BRK,19,2.8,54,1.3,24,2.1,39,0.7,13,0.0,0,38.3,50.0,80.0,40.4,13.4,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Washington,1997,1999,2,1,SG,DEN,104,6.9,716,2.1,216,1.0,108,0.8,78,0.4,43,40.2,34.6,75.7,46.1,9.5,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Washington,1965,1976,11,1,PF,ATL,774,10.6,8168,8.6,6637,1.4,1105,0.5,83,0.6,100,44.9,0.0,70.5,0.0,12.6,3.6,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kermit Washington,1973,1988,10,1,PF,LAL,507,9.2,4666,8.3,4232,1.4,695,0.8,403,1.1,550,52.6,0.0,65.6,52.6,16.0,3.6,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Pearl Washington,1986,1989,3,1,PG,BRK,194,8.6,1660,1.9,370,3.8,733,1.3,256,0.1,15,45.2,18.4,74.6,45.8,12.4,0.6,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Washington,1976,1982,6,1,PF,KCK,351,9.8,3456,6.3,2204,1.2,409,0.6,224,0.8,277,45.3,25.0,71.1,45.3,13.3,1.8,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stan Washington,1974,1975,1,1,SG,WAS,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,-10.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson Washington,1977,1979,2,1,PF,BRK,100,7.3,731,4.5,450,0.6,57,0.5,49,1.0,104,49.7,0.0,60.5,0.0,12.4,1.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darryl Watkins,2007,2012,2,1,C,SAC,14,2.5,35,2.8,39,0.2,3,0.5,7,0.4,6,41.4,0.0,47.8,41.4,6.5,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Watson,1954,1955,1,1,PG,LAL,63,2.8,175,1.4,87,1.3,79,0.0,0,0.0,0,32.3,0.0,68.9,0.0,8.0,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Watson,2007,2017,10,1,PG,GSW,600,7.2,4344,1.9,1156,2.5,1485,0.9,559,0.1,67,41.9,37.3,81.2,48.4,13.1,2.4,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earl Watson,2001,2014,13,1,PG,OKC,878,6.4,5593,2.3,1985,4.4,3871,1.0,873,0.2,176,41.1,32.4,70.3,46.0,12.1,1.5,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Watson,1994,1999,4,1,SF,UTA,102,3.2,323,1.5,149,1.1,117,0.6,65,0.2,17,46.8,31.6,69.4,49.1,9.2,0.3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Watts,1965,1967,2,1,NA,BOS,28,1.4,40,1.4,39,0.1,2,0.0,0,0.0,0,26.1,0.0,69.6,0.0,8.9,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slick Watts,1973,1979,6,1,PG,OKC,437,8.9,3901,3.2,1398,6.1,2678,2.2,961,0.3,111,41.3,0.0,59.7,0.0,14.9,2.3,13.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
