Player,Debut,Last Active,YOE,Retired,Position,Team,Total Games,Career PPG,Total PTS,Career RPG,Total RBS,Career APG,Total AST,Career SPG,Total STL,Career BPG,Total BLK,Career FG%,Career FG3%,Career FT%,Career eFG%,PER,Avg WS,Total WS,Hall of Fame,First Ballot,Inducted as Player,Inducted as Coach,Inducted as Contributor,Year Inducted,All-Stars,Scoring Champs,Rebound Champs,Assist Champs,Steal Champs,Block Champs,NBA Champs,All-NBA,All-Rookie,ROY,All-Defensive,Most Improved,Sixth Man,AS MVPs,DPOYs,MVPs,Finals MVPs,NBA 75th Anniv. Team
Maalik Wayns,2012,2014,2,1,PG,LAC,29,2.7,78,0.3,9,1.0,29,0.3,8,0.0,0,30.0,22.6,89.5,33.9,5.7,-0.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Wear,2014,2015,1,1,PF,SAC,2,0.0,0,1.0,2,0.5,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Wear,2014,2018,2,1,SF,NYK,68,4.0,274,2.1,144,0.7,47,0.3,19,0.2,16,38.8,36.4,82.4,43.8,8.1,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarence Weatherspoon,1992,2005,13,1,PF,PHI,915,11.5,10483,7.5,6846,1.5,1346,1.0,880,0.9,794,47.1,19.6,74.3,47.2,15.6,4.5,58.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nick Weatherspoon,1973,1980,7,1,SF,WAS,453,9.0,4086,4.9,2232,0.9,418,0.8,344,0.3,145,45.5,0.0,71.3,45.5,12.8,2.2,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kyle Weaver,2008,2011,3,1,SG,OKC,73,5.0,363,2.2,158,1.6,119,0.8,55,0.5,33,44.1,35.3,73.6,51.0,10.3,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Webb III,2017,2018,1,1,SF,BRK,10,1.6,16,2.4,24,0.4,4,0.1,1,0.0,0,25.0,21.1,0.0,33.3,2.2,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Webb,1970,1972,2,1,SG,MIL,75,2.1,161,0.8,59,0.6,42,0.0,0,0.0,0,37.6,0.0,71.1,0.0,6.6,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marcus Webb,1992,1993,1,1,PF,BOS,9,4.3,39,1.1,10,0.2,2,0.1,1,0.2,2,52.0,0.0,61.9,52.0,20.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spud Webb,1985,1998,12,1,PG,ATL,814,9.9,8072,2.1,1742,5.3,4342,1.1,922,0.1,111,45.2,31.4,84.8,47.7,15.1,3.4,40.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Briante Weber,2015,2018,3,1,PG,MEM,45,3.2,143,1.9,86,1.4,64,0.9,39,0.2,9,40.8,19.2,73.3,42.6,10.1,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Webster,1995,1996,1,1,SF,WAS,11,1.6,18,0.6,7,0.3,3,0.4,4,0.0,0,34.8,33.3,0.0,39.1,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martell Webster,2005,2015,10,1,SF,POR,580,8.7,5056,3.1,1811,1.0,588,0.5,299,0.3,160,41.8,38.2,79.1,51.5,11.7,2.5,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin Webster,1975,1987,10,1,C,NYK,617,7.0,4302,6.8,4218,1.2,752,0.4,228,1.4,881,48.8,28.6,62.1,48.8,13.8,2.9,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Wedman,1974,1987,13,1,SF,KCK,906,13.2,11916,4.8,4355,2.0,1771,0.9,846,0.3,301,48.1,33.5,79.4,48.5,14.2,4.1,53.7,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0
Sonny Weems,2008,2016,4,1,SG,TOR,183,6.5,1189,2.2,402,1.4,257,0.5,84,0.2,28,46.5,28.3,70.2,48.0,10.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brant Weidner,1983,1984,1,1,PF,SAS,8,1.0,8,1.4,11,0.0,0,0.0,0,0.3,2,22.2,0.0,100.0,22.2,5.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Weiss,1965,1977,12,1,PG,CHI,783,7.6,5989,1.8,1398,3.7,2931,1.0,287,0.2,52,42.8,0.0,82.8,0.0,12.5,2.6,31.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rick Weitzman,1967,1968,1,1,SG,BOS,25,1.3,33,0.4,10,0.3,8,0.0,0,0.0,0,26.1,0.0,69.2,0.0,5.6,-0.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bonzi Wells,1998,2008,10,1,SG,POR,591,12.1,7147,4.6,2737,2.1,1249,1.3,769,0.3,192,46.0,32.7,69.7,47.9,16.1,2.9,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bubba Wells,1997,1998,1,1,SG,DAL,39,3.3,128,1.7,68,0.9,34,0.4,15,0.1,4,41.4,16.7,72.1,41.8,11.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Owen Wells,1974,1975,1,1,SF,HOU,33,3.0,99,1.1,35,0.7,22,0.3,9,0.1,3,42.0,0.0,68.2,0.0,12.9,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralph Wells,1962,1963,1,1,NA,CHZ,3,0.7,2,2.0,6,2.3,7,0.0,0,0.0,0,14.3,0.0,0.0,0.0,-0.2,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Welp,1987,1990,3,1,C,PHI,109,3.3,359,2.4,265,0.4,43,0.3,34,0.5,54,44.6,0.0,68.1,44.6,8.7,0.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jiří Welsch,2002,2006,4,1,SF,BOS,247,6.1,1519,2.4,602,1.5,375,0.8,187,0.1,15,40.3,34.3,75.2,44.9,11.2,1.4,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Wennington,1985,2000,13,1,C,CHI,720,4.6,3301,3.0,2148,0.6,440,0.3,226,0.3,248,45.9,13.9,78.7,46.0,10.9,1.4,17.7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Matt Wenstrom,1993,1994,1,1,C,BOS,11,1.6,18,1.1,12,0.0,0,0.0,0,0.2,2,60.0,0.0,60.0,60.0,15.6,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Werdann,1992,1997,3,1,C,BRK,47,2.1,101,1.7,81,0.2,9,0.3,13,0.2,8,37.8,0.0,57.4,37.8,9.8,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Wesley,1993,2007,14,1,SG,CHO,949,12.5,11842,2.5,2405,4.4,4159,1.3,1280,0.2,161,42.4,36.8,78.6,48.0,14.2,4.4,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walt Wesley,1966,1976,10,1,C,SAC,590,8.5,5002,5.5,3243,0.7,385,0.2,16,0.3,25,43.4,0.0,63.0,0.0,13.6,0.9,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David West,2003,2018,15,1,PF,NOP,1034,13.6,14034,6.4,6590,2.2,2273,0.7,764,0.8,850,49.5,26.5,81.7,49.8,18.6,5.7,85.9,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Delonte West,2004,2012,8,1,PG,BOS,432,9.7,4198,2.9,1265,3.6,1540,1.1,465,0.4,179,44.8,37.2,82.6,50.1,13.9,3.1,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doug West,1989,2001,12,1,SG,MIN,676,9.6,6477,2.5,1670,1.9,1292,0.7,459,0.3,189,48.1,19.1,80.1,48.4,11.5,1.5,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario West,2007,2011,4,1,SG,ATL,162,1.0,154,0.9,142,0.3,51,0.3,45,0.0,8,44.8,20.0,56.3,45.6,9.4,0.3,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark West,1983,2000,17,1,C,PHO,1090,5.7,6259,4.9,5347,0.4,428,0.3,326,1.3,1403,58.0,0.0,56.8,58.0,12.0,2.5,41.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roland West,1967,1968,1,1,NA,WAS,4,1.0,4,1.3,5,0.0,0,0.0,0,0.0,0,40.0,0.0,0.0,0.0,6.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Wetzel,1967,1976,7,1,SG,PHO,357,3.4,1215,1.9,682,1.4,494,0.8,133,0.2,30,42.9,0.0,81.0,0.0,9.5,0.9,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Whaley,2005,2006,1,1,C,UTA,23,2.1,49,1.9,43,0.7,17,0.3,7,0.3,8,40.4,0.0,50.0,40.4,7.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ennis Whatley,1983,1997,10,1,PG,ATL,385,5.6,2150,1.8,679,4.6,1754,1.0,383,0.1,44,46.8,9.7,75.5,46.9,13.0,1.0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeJuan Wheat,1997,1999,2,1,PG,MIN,80,3.3,265,0.7,56,1.6,127,0.4,32,0.0,3,38.3,39.0,70.0,44.4,12.9,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton Wheeler,1987,1989,2,1,PG,IND,87,2.9,254,0.8,71,1.8,157,0.7,63,0.0,2,48.9,0.0,74.1,48.9,12.3,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyson Wheeler,1998,1999,1,1,PG,DEN,1,4.0,4,0.0,0,2.0,2,0.0,0,0.0,0,100.0,100.0,50.0,150.0,76.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skippy Whitaker,1954,1955,1,1,PG,BOS,3,0.7,2,0.3,1,0.3,1,0.0,0,0.0,0,16.7,0.0,0.0,0.0,-8.9,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew White,2017,2018,1,1,SF,ATL,15,4.6,69,2.3,34,0.4,6,0.2,3,0.1,1,34.2,36.7,25.0,46.6,5.8,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. White,2008,2014,6,1,PF,OKC,138,5.9,810,3.2,437,0.6,80,0.3,39,0.4,57,50.7,33.3,72.0,50.7,14.5,0.6,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric White,1987,1989,2,1,SF,LAC,55,6.1,336,2.4,132,0.5,26,0.3,17,0.1,4,52.5,100.0,79.8,52.7,12.5,0.7,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herb White,1970,1971,1,1,PG,ATL,38,2.4,90,1.3,48,1.2,47,0.0,0,0.0,0,40.5,0.0,56.4,0.0,8.4,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hubie White,1962,1971,4,1,SG,GSW,120,4.8,578,2.2,264,0.9,110,0.0,0,0.0,0,36.6,18.0,70.6,37.3,8.5,-0.2,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jahidi White,1998,2005,7,1,C,WAS,334,5.9,1954,5.8,1944,0.2,63,0.4,119,1.1,355,51.0,0.0,53.4,51.0,14.2,1.5,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James White,2006,2013,3,1,SF,SAS,67,2.7,182,1.0,68,0.5,35,0.3,17,0.1,6,43.8,34.0,67.6,49.1,9.9,0.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Randy White,1989,1994,5,1,PF,DAL,281,7.4,2083,4.9,1366,0.6,175,0.7,209,0.5,127,40.1,19.3,70.7,40.8,11.0,0.4,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodney White,2001,2005,4,1,SF,DEN,218,7.1,1540,2.2,485,1.1,237,0.5,118,0.3,65,42.4,31.4,74.9,45.5,12.3,0.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rory White,1982,1987,5,1,SF,LAC,324,7.4,2387,2.3,749,0.7,232,0.6,187,0.2,52,50.6,7.7,68.1,50.6,12.4,1.3,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royce White,2013,2014,1,1,PF,SAC,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,-8.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudy White,1975,1981,5,1,SG,HOU,124,3.1,384,1.0,120,0.9,112,0.4,52,0.1,7,40.8,0.0,74.2,40.8,9.2,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony White,1987,1988,1,1,PG,CHI,49,5.3,261,0.6,31,1.2,59,0.4,20,0.0,2,44.6,0.0,72.2,44.6,9.4,-0.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willie White,1984,1986,2,1,SG,DEN,82,3.7,302,1.0,80,1.0,82,0.3,23,0.0,4,43.2,31.3,74.1,44.9,13.2,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Whitehead,2016,2018,2,1,PG,BRK,89,7.2,643,2.4,210,2.4,212,0.6,50,0.4,38,41.1,30.5,78.8,45.4,7.9,-0.5,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerome Whitehead,1978,1989,11,1,C,SDC,679,6.5,4423,4.8,3268,0.6,374,0.4,251,0.3,200,49.7,0.0,71.8,49.7,12.0,1.5,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donald Whiteside,1996,1998,2,1,PG,TOR,30,2.0,61,0.4,13,1.2,37,0.4,11,0.0,0,33.3,32.4,64.7,43.9,7.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwayne Whitfield,1995,1996,1,1,PF,TOR,8,5.0,40,3.1,25,0.3,2,0.4,3,0.3,2,43.3,0.0,63.6,43.3,9.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Whitney,1993,2004,11,1,PG,WAS,579,6.5,3738,1.4,815,2.8,1613,0.6,351,0.1,32,39.5,36.1,87.5,48.3,13.8,1.9,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawkeye Whitney,1980,1982,2,1,SG,KCK,70,5.8,404,2.1,146,1.2,87,0.8,59,0.1,7,46.2,28.6,75.0,46.4,11.8,0.7,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shayne Whittington,2014,2016,2,1,PF,IND,27,2.5,68,1.5,41,0.3,9,0.2,6,0.1,3,45.3,12.5,76.0,46.2,16.5,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidney Wicks,1971,1981,10,1,PF,POR,760,16.8,12803,8.7,6620,3.2,2437,1.0,592,0.7,431,45.9,0.0,68.5,45.9,16.2,4.2,42.4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Murray Wier,1949,1950,1,1,NA,TRI,56,7.7,429,0.0,0,1.9,107,0.0,0,0.0,0,32.7,0.0,69.3,0.0,0.0,1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Wiesenhahn,1961,1962,1,1,SF,SAC,60,2.0,119,1.9,112,0.4,23,0.0,0,0.0,0,31.7,0.0,56.7,0.0,7.5,-0.7,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell Wiggins,1983,1992,6,1,SG,HOU,389,10.0,3877,3.2,1235,1.6,609,1.0,397,0.1,34,46.0,19.2,75.5,46.2,13.8,2.5,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Wilcox,2014,2017,3,1,SG,LAC,66,2.0,132,0.5,31,0.5,30,0.2,15,0.1,4,37.0,33.3,81.3,44.1,8.8,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Wilcox,2002,2013,11,1,C,LAC,628,8.2,5150,4.9,3076,0.7,455,0.5,322,0.4,246,54.1,0.0,64.3,54.1,15.5,2.4,26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene Wiley,1962,1968,5,1,C,LAL,309,4.2,1291,7.2,2214,0.8,254,0.0,0,0.0,0,46.9,0.0,50.6,46.9,9.3,1.7,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Wiley,2017,2018,1,1,PF,BRK,5,0.8,4,2.2,11,0.4,2,0.2,1,0.0,0,25.0,50.0,50.0,37.5,8.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Wiley,1980,1982,2,1,PF,SAS,94,7.4,692,2.6,246,0.7,63,0.5,48,0.2,22,56.1,0.0,70.9,56.1,17.0,1.4,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morlon Wiley,1988,1995,7,1,PG,DAL,295,3.7,1078,1.2,341,2.4,722,0.8,243,0.1,17,41.2,35.4,70.7,47.5,10.6,0.4,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Win Wilfong,1957,1961,4,1,PG,ATL,268,6.8,1826,3.4,910,2.1,565,0.0,0,0.0,0,36.1,0.0,74.4,0.0,10.8,0.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bob Wilkerson,1976,1983,7,1,SF,DEN,536,10.1,5424,4.2,2236,3.4,1835,1.3,671,0.3,141,42.5,16.7,75.1,42.6,11.1,1.2,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Wilkes,1980,1983,3,1,SF,CHI,114,4.8,547,2.4,274,0.9,104,0.5,58,0.3,31,46.3,0.0,72.3,46.3,11.2,0.7,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damien Wilkins,2004,2018,10,1,SF,OKC,582,6.2,3604,2.3,1362,1.4,796,0.7,431,0.2,130,42.6,32.7,78.3,45.8,11.5,1.2,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Lee Wilkins,1984,1993,6,1,C,NYK,322,4.8,1534,3.1,1002,0.2,62,0.3,82,0.2,60,47.0,0.0,56.4,47.0,10.2,0.4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald Wilkins,1985,1999,13,1,SG,NYK,900,13.0,11736,2.9,2646,3.0,2697,1.0,907,0.2,208,45.0,31.6,74.5,47.0,13.0,2.6,33.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Wilkins,1980,1986,6,1,C,UTA,454,7.9,3575,5.7,2574,1.0,462,0.4,178,0.5,246,45.9,0.0,74.3,45.9,10.5,1.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale Wilkinson,1984,1985,1,1,"PF,SF",DET,12,1.2,14,0.3,4,0.2,2,0.0,0,0.0,0,25.0,0.0,85.7,25.0,-1.3,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Wilks,2002,2010,7,1,PG,OKC,233,2.5,591,1.0,228,1.2,271,0.4,82,0.0,10,40.2,32.1,74.1,43.3,10.0,0.4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aaron Williams,1993,2008,14,1,C,BRK,715,5.8,4120,3.9,2790,0.7,485,0.4,282,0.8,539,49.3,6.3,74.0,49.3,13.9,2.0,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin Williams,1997,2007,9,1,PG,TOR,460,9.0,4161,2.5,1140,4.1,1877,1.2,549,0.2,109,42.1,31.3,76.0,44.8,13.7,2.4,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Art Williams,1967,1975,8,1,PG,BOS,548,5.3,2892,3.1,1712,4.4,2397,0.7,51,0.0,3,41.0,0.0,72.9,41.0,13.6,2.2,17.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bob Williams,1955,1957,2,1,NA,LAL,24,2.9,70,2.5,59,0.3,7,0.0,0,0.0,0,44.0,0.0,54.2,0.0,12.3,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Williams,1997,2003,3,1,SG,GSW,18,2.3,41,1.0,18,0.2,3,0.4,8,0.2,3,29.8,30.0,50.0,32.5,1.9,-0.1,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Buck Williams,1981,1998,17,1,PF,BRK,1307,12.8,16784,10.0,13017,1.3,1646,0.8,1080,0.8,1100,54.9,16.7,66.4,54.9,15.3,7.1,120.1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0
Chuckie Williams,1976,1977,1,1,SG,CLE,22,1.7,37,0.2,4,0.3,7,0.0,1,0.0,0,29.8,0.0,75.0,0.0,8.8,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliff Williams,1968,1969,1,1,NA,DET,3,1.3,4,1.0,3,0.7,2,0.0,0,0.0,0,22.2,0.0,0.0,0.0,-3.5,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Williams,1992,1994,2,1,PG,CHI,39,2.4,92,0.9,37,0.7,29,0.2,6,0.1,2,36.7,25.0,82.6,37.2,9.1,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Deron Williams,2005,2017,12,1,PG,UTA,845,16.3,13804,3.1,2619,8.1,6819,1.0,867,0.2,206,44.5,35.7,82.2,49.8,18.2,6.4,77.3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Derrick Williams,2011,2018,7,1,PF,MIN,428,8.9,3809,4.0,1693,0.7,293,0.5,199,0.3,108,43.4,30.0,71.0,47.5,13.4,2.0,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Duck Williams,1979,1980,1,1,PG,UTA,77,6.6,506,1.4,106,2.4,183,1.3,100,0.1,11,44.7,0.0,70.0,44.7,8.6,-0.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earl Williams,1974,1979,4,1,C,PHO,146,4.5,664,5.6,814,0.9,126,0.4,62,0.4,62,43.2,0.0,47.5,0.0,15.2,0.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliot Williams,2011,2016,4,1,SG,POR,109,4.9,537,1.5,161,0.9,94,0.4,45,0.1,6,42.1,31.0,66.9,48.0,9.5,0.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Williams,1995,2007,12,1,SF,BOS,658,8.6,5642,3.3,2139,1.4,936,0.8,548,0.2,103,41.5,31.8,73.6,44.0,11.7,1.9,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Williams,2002,2005,3,1,PG,NYK,86,2.9,253,0.9,77,1.9,166,0.4,34,0.1,11,35.2,30.0,83.3,39.8,9.2,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freeman Williams,1978,1986,6,1,SG,SDC,323,14.7,4738,1.6,510,1.6,516,0.8,247,0.1,18,46.7,33.1,82.4,48.2,17.9,1.7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gus Williams,1975,1987,11,1,PG,OKC,825,17.1,14093,2.7,2222,5.6,4597,2.0,1638,0.4,291,46.1,23.8,75.6,46.5,18.5,6.2,67.9,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
Guy Williams,1984,1986,2,1,SF,WAS,26,2.6,68,1.3,33,0.3,9,0.2,6,0.2,4,45.6,25.0,45.5,46.3,13.6,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
