Player,Debut,Last Active,YOE,Position,Team,HOF Probability,First Ballot,Inducted as Player
Winston Bennett,1989,1992,3,SF,CLE,0.0018755382708837713,0,0
David Benoit,1991,2001,7,SF,UTA,0.00586044099639245,0,0
Keith Benson,2011,2012,1,C,GSW,0.0012119575639542273,0,0
Kent Benson,1977,1988,11,C,DET,0.006503240700392651,0,0
Ben Bentil,2016,2017,1,PF,DAL,0.0011105749470934245,0,0
Gene Berce,1949,1950,1,,TRI,0.0010726814261620063,0,0
Gary Bergen,1956,1957,1,,NYK,0.001195427960562312,0,0
Ricky Berry,1988,1989,1,SG,SAC,0.008710662013298046,0,0
Walter Berry,1986,1989,3,PF,SAS,0.0092290569086121,0,0
Dairis Bertāns,2018,2019,1,SG,NOP,0.0009879731235726942,0,0
Dāvis Bertāns,2016,2022,6,PF,SAS,0.00837929153149412,0,0
Del Beshore,1978,1980,2,PG,MIL,0.0007625188692903527,0,0
Travis Best,1995,2005,10,PG,IND,0.007305964921248228,0,0
Patrick Beverley,2012,2022,10,PG,HOU,0.008481498997758068,0,0
Saddiq Bey,2020,2022,2,SF,DET,0.021118168557749957,0,0
Tyler Bey,2020,2021,1,SF,DAL,0.0011990647794718236,0,0
Sim Bhullar,2014,2015,1,C,SAC,0.0012030820253726034,0,0
Al Bianchi,1956,1966,10,PG,PHI,0.001755061397641571,0,0
Henry Bibby,1972,1981,9,PG,PHI,0.006044504856555681,0,0
Mike Bibby,1998,2012,14,PG,SAC,0.012702029416513072,0,0
Ed Biedenbach,1968,1969,1,,PHO,0.0011035769597826288,0,0
Andris Biedriņš,2004,2014,10,C,GSW,0.007353461205032678,0,0
Don Bielke,1955,1956,1,,DET,0.0014131603392782504,0,0
Bob Bigelow,1975,1979,4,SF,KCK,0.001271535557922788,0,0
Chauncey Billups,1997,2014,17,PG,DET,0.6205071515905021,0,0
Dave Bing,1966,1978,12,PG,DET,0.981952336711682,0,1
Joe Binion,1986,1987,1,PF,POR,0.0013044300379086893,0,0
Khem Birch,2017,2022,5,C,ORL,0.008066676020697081,0,0
Jabari Bird,2017,2018,1,SG,BOS,0.0013981690603861023,0,0
Jerry Bird,1958,1959,1,,NYK,0.0011828278105756572,0,0
Larry Bird,1979,1992,13,SF,BOS,0.9999977995698186,1,1
Otis Birdsong,1977,1989,12,SG,BRK,0.1441627940677205,0,0
Goga Bitadze,2019,2022,3,C,IND,0.0032902326749849127,0,0
Bismack Biyombo,2011,2022,11,C,CHO,0.00537797900167056,0,0
Nemanja Bjelica,2015,2022,7,PF,MIN,0.007648336052433205,0,0
Uwe Blab,1985,1990,5,C,DAL,0.0012764963473382393,0,0
Charlie Black,1948,1952,3,,DET,0.0034215582868177864,0,0
Norman Black,1980,1981,1,SG,DET,0.0010794602034235135,0,0
Tarik Black,2014,2018,4,C,LAL,0.005051765400501346,0,0
Tom Black,1970,1971,1,C,OKC,0.0012617814459684414,0,0
Rolando Blackman,1981,1994,13,SG,DAL,0.19174788573184315,0,0
Alex Blackwell,1992,1993,1,SF,LAL,0.001195194836047407,0,0
Cory Blackwell,1984,1985,1,SF,OKC,0.0005318350595937662,0,0
James Blackwell,1994,1995,1,PG,CHO,0.0014220630962640992,0,0
Nate Blackwell,1987,1988,1,PG,SAS,0.0010680441094225934,0,0
DeJuan Blair,2009,2016,7,PF,SAS,0.007240336959069835,0,0
Steve Blake,2003,2016,13,PG,POR,0.003447246466836771,0,0
Antonio Blakeney,2017,2019,2,SG,CHI,0.0008668895676609014,0,0
Will Blalock,2006,2007,1,PG,DET,0.0010895586156647334,0,0
George Blaney,1961,1962,1,PG,NYK,0.0010720414581901292,0,0
Lance Blanks,1990,1993,3,SG,DET,0.0013906864831572806,0,0
Ricky Blanton,1992,1993,1,SF,CHI,0.0011743022516221533,0,0
Andray Blatche,2005,2014,9,PF,WAS,0.0039951284040547356,0,0
Mookie Blaylock,1989,2002,13,PG,ATL,0.03217019555055004,0,0
Eric Bledsoe,2010,2022,12,PG,PHO,0.008100312641839028,0,0
Keljin Blevins,2020,2022,2,SF,POR,0.0009211195011972323,0,0
Leon Blevins,1950,1951,1,,INO,0.0011992832646205264,0,0
John Block,1966,1976,10,PF,HOU,0.01429450291983092,0,0
Jaron Blossomgame,2018,2019,1,SF,CLE,0.0015053748482481218,0,0
Corie Blount,1993,2004,11,PF,CHI,0.003109337623053049,0,0
Mark Blount,2000,2009,9,C,BOS,0.004139708534696138,0,0
Vander Blue,2013,2018,3,SG,LAL,0.0010852555190556576,0,0
Ray Blume,1981,1982,1,SG,CHI,0.0010571100959617982,0,0
Nelson Bobb,1949,1953,4,PG,GSW,0.0037322085997752857,0,0
Tony Bobbitt,2004,2005,1,SG,LAL,0.0011804959895751197,0,0
Bucky Bockhorn,1958,1965,7,SG,SAC,0.0022304942984927353,0,0
Tom Boerwinkle,1968,1978,10,C,CHI,0.010836113948019031,0,0
Keith Bogans,2003,2014,11,SG,ORL,0.0034012217078467476,0,0
Bogdan Bogdanović,2017,2022,5,SG,SAC,0.011439429455987114,0,0
Bojan Bogdanović,2014,2022,8,SF,BRK,0.015338498865499426,0,0
Muggsy Bogues,1987,2001,14,PG,CHO,0.007612208370300753,0,0
Andrew Bogut,2005,2019,14,C,MIL,0.00970247744059385,0,0
Etdrick Bohannon,1997,2001,4,PF,IND,0.0011902869197976398,0,0
Bol Bol,2019,2022,3,PF,DEN,0.001280730884435602,0,0
Manute Bol,1985,1995,10,C,WAS,0.0023790960449244386,0,0
Jonah Bolden,2018,2020,2,C,PHI,0.0020878672226562005,0,0
Marques Bolden,2019,2021,2,C,CLE,0.0013086820794731187,0,0
Bill Bolger,1953,1954,1,SF,BLB,0.0014008526920485404,0,0
Leandro Bolmaro,2021,2022,1,SF,MIN,0.0010973448953003125,0,0
Joel Bolomboy,2016,2018,2,PF,UTA,0.0012913225753467923,0,0
Doug Bolstorff,1957,1958,1,,DET,0.001195518291084276,0,0
George Bon Salle,1961,1962,1,PF,CHP,0.001095483038779742,0,0
Phil Bond,1977,1978,1,SG,HOU,0.0012043118737025398,0,0
Walter Bond,1992,1995,3,SG,UTA,0.0013334661733020588,0,0
Jordan Bone,2019,2021,2,PG,DET,0.0012837164209353272,0,0
Dexter Boney,1996,1997,1,SG,PHO,0.0011816618785274653,0,0
Isaac Bonga,2018,2022,4,SF,WAS,0.0015963375968743457,0,0
Ron Bonham,1964,1968,3,SF,BOS,0.0023599443580761942,0,0
Anthony Bonner,1990,1996,6,PF,SAC,0.0040995393759405965,0,0
Matt Bonner,2004,2016,12,PF,SAS,0.006503383696590578,0,0
Devin Booker,2015,2022,7,SG,PHO,0.10688299152874912,0,0
Melvin Booker,1995,1997,2,PG,HOU,0.0010506678202818775,0,0
Trevor Booker,2010,2018,8,PF,WAS,0.009987357767902647,0,0
Josh Boone,2006,2010,4,PF,BRK,0.00691089238113021,0,0
Calvin Booth,1999,2009,10,C,WAS,0.0018907541948546339,0,0
Keith Booth,1997,1999,2,SF,CHI,0.0008374772929740503,0,0
Bob Boozer,1960,1971,11,PF,SAC,0.04937856088261706,0,0
Carlos Boozer,2002,2015,13,PF,UTA,0.11937804912948434,0,0
Curtis Borchardt,2003,2005,2,C,UTA,0.0017842031353515232,0,0
Lazaro Borrell,1999,2000,1,SF,OKC,0.0015158297365433246,0,0
Ike Borsavage,1950,1951,1,,GSW,0.001285122812273101,0,0
Vince Boryla,1949,1954,5,SF,NYK,0.021936847745437648,0,0
Chris Bosh,2003,2016,13,C,TOR,0.990284374715265,0,1
Jim Bostic,1977,1978,1,PF,DET,0.0012350025473025082,0,0
Brandon Boston Jr.,2021,2022,1,SG,LAC,0.0014684506186147756,0,0
Lawrence Boston,1979,1980,1,PF,WAS,0.0013789019687747257,0,0
Tom Boswell,1975,1984,6,PF,BOS,0.006709447451255837,0,0
Chris Boucher,2017,2022,5,PF,TOR,0.013179028987851726,0,0
James Bouknight,2021,2022,1,SG,CHO,0.001152608032233139,0,0
Ruben Boumtje-Boumtje,2001,2004,3,C,POR,0.001304263345864386,0,0
Don Boven,1949,1953,3,SG,MLH,0.008380336496731712,0,0
Cal Bowdler,1999,2002,3,SF,ATL,0.0019092420905376523,0,0
Brian Bowen,2019,2021,2,SF,IND,0.0011011719421255284,0,0
Bruce Bowen,1996,2009,13,SF,SAS,0.00623559297125992,0,0
Ryan Bowen,1999,2010,10,SF,DEN,0.002404470221188834,0,0
Anthony Bowie,1988,1998,8,SG,ORL,0.0030231128901912533,0,0
Sam Bowie,1984,1995,10,C,POR,0.005412328616743646,0,0
Ira Bowman,1999,2002,3,SG,PHI,0.0013062842392631445,0,0
Ky Bowman,2019,2020,1,PG,GSW,0.0010254558336324291,0,0
Nate Bowman,1966,1972,6,C,NYK,0.001355563465479159,0,0
Donnie Boyce,1995,1997,2,SG,ATL,0.0010864306369680172,0,0
Dennis Boyd,1978,1979,1,PG,DET,0.0010048764101038728,0,0
Freddie Boyd,1972,1978,6,PG,PHI,0.0012594494543336275,0,0
Ken Boyd,1974,1975,1,SF,UTA,0.0012787448399613063,0,0
Earl Boykins,1998,2012,13,PG,DEN,0.0030916088891505713,0,0
Harry Boykoff,1949,1951,2,,WAT,0.020526110155573474,0,0
Winford Boynes,1978,1981,3,SG,BRK,0.0014070871967611313,0,0
Cedric Bozeman,2006,2007,1,SG,ATL,0.0009215540776362684,0,0
Steve Bracey,1972,1975,3,PG,ATL,0.0032619030813875534,0,0
Craig Brackins,2010,2012,2,PF,PHI,0.0010926578559697661,0,0
Alex Bradley,1981,1982,1,SF,NYK,0.0016552098370500616,0,0
Alonzo Bradley,1977,1980,3,SF,HOU,0.0010608085667778379,0,0
Avery Bradley,2010,2022,12,SG,BOS,0.0022420946843714133,0,0
Bill Bradley,1967,1977,10,SF,NYK,0.020510890912855323,1,1
Charles Bradley,1981,1984,3,SG,BOS,0.00126902397987186,0,0
Dudley Bradley,1979,1989,9,SG,IND,0.003549942989987726,0,0
Joe Bradley,1949,1950,1,,CHS,0.0009138396933870758,0,0
Michael Bradley,2001,2006,5,PF,TOR,0.0015839379813320353,0,0
Shawn Bradley,1993,2005,12,C,DAL,0.006927396741359414,0,0
Tony Bradley,2017,2022,5,C,UTA,0.0035893336204435113,0,0
Mark Bradtke,1996,1997,1,C,PHI,0.001418261549694912,0,0
Marques Bragg,1995,1996,1,PF,MIN,0.0012870126734141278,0,0
Torraye Braggs,2003,2005,2,PF,HOU,0.0012856005695587344,0,0
A.J. Bramlett,1999,2000,1,C,CLE,0.0010068253088391507,0,0
Adrian Branch,1986,1990,4,SF,LAL,0.0016671145889215098,0,0
Elton Brand,1999,2016,17,PF,LAC,0.06438834659508016,0,0
Terrell Brandon,1991,2002,11,PG,CLE,0.10473298061705753,0,0
Bob Brannum,1949,1955,5,PF,BOS,0.0025181800598006714,0,0
Brad Branson,1981,1983,2,PF,CLE,0.001746962185469681,0,0
Jesse Branson,1965,1968,2,SF,PHI,0.01204514164805016,0,0
Jarrell Brantley,2019,2021,2,PF,UTA,0.0013943774000371016,0,0
Jim Brasco,1952,1953,1,,PHI,0.0009763706526915042,0,0
Mike Bratz,1977,1986,9,PG,PHO,0.0023652470135514894,0,0
Carl Braun,1947,1962,13,PG,NYK,0.42768470945378045,0,1
Ignas Brazdeikis,2019,2022,3,SF,NYK,0.0012480319363996366,0,0
Tim Breaux,1994,1998,3,SF,HOU,0.0010785882517080324,0,0
J.R. Bremer,2002,2004,2,PG,BOS,0.0030977534874176943,0,0
Pete Brennan,1958,1959,1,,NYK,0.001081382109036152,0,0
Tom Brennan,1954,1955,1,SF,GSW,0.0013100788564105374,0,0
Randy Breuer,1983,1994,11,C,MIL,0.003300807452524981,0,0
Corey Brewer,2007,2020,13,SF,MIN,0.002576214143841881,0,0
Jamison Brewer,2001,2005,4,PG,IND,0.0011909841274474983,0,0
Jim Brewer,1973,1982,9,PF,CLE,0.009122486479715032,0,0
Ron Brewer,1978,1986,8,SG,SAS,0.004601905613415343,0,0
Ronnie Brewer,2006,2014,8,SG,UTA,0.013868682494921044,0,0
Primož Brezec,2001,2010,8,C,CHO,0.0028576359291539845,0,0
Frankie Brian,1949,1956,7,SG,DET,0.15812457853618284,0,0
Frank Brickowski,1984,1997,12,C,SAS,0.004192588715720213,0,0
Junior Bridgeman,1975,1987,12,SF,MIL,0.00831283967594084,0,0
Bill Bridges,1962,1975,13,PF,ATL,0.06477698013596646,0,0
Mikal Bridges,2018,2022,4,SF,PHO,0.12296852544267524,0,0
Miles Bridges,2018,2022,4,SF,CHO,0.02354914974425049,0,0
Amida Brimah,2020,2021,1,C,IND,0.0011791809215572935,0,0
Isaiah Briscoe,2018,2019,1,PG,ORL,0.0015166876387827544,0,0
Oshae Brissett,2019,2022,3,SF,IND,0.0031858822983785906,0,0
Allan Bristow,1973,1983,10,SF,SAS,0.005034205718370378,0,0
Tyrone Britt,1967,1968,1,SG,HOU,0.0011803043238839991,0,0
Wayman Britt,1977,1978,1,SG,DET,0.0011954627812929366,0,0
Mike Brittain,1985,1987,2,C,SAS,0.0010902538321368293,0,0
Dave Britton,1980,1981,1,PG,WAS,0.001186731854406384,0,0
Jon Brockman,2009,2012,3,PF,MIL,0.0031295721419971716,0,0
Ryan Broekhoff,2018,2020,2,SG,DAL,0.001925853895927978,0,0
Jim Brogan,1981,1983,2,SG,SDC,0.0019004777042067236,0,0
Malcolm Brogdon,2016,2022,6,PG,MIL,0.018188545179135623,0,0
Gary Brokaw,1974,1978,4,SG,MIL,0.0030613217363041254,0,0
Aaron Brooks,2007,2018,10,PG,HOU,0.003397896968228624,0,0
Armoni Brooks,2020,2022,2,SG,HOU,0.0014466440881848747,0,0
Dillon Brooks,2017,2022,5,SF,MEM,0.002359097621113245,0,0
Kevin Brooks,1991,1994,3,SF,DEN,0.001171302463674158,0,0
MarShon Brooks,2011,2019,5,SG,BRK,0.0018898634088556426,0,0
Michael Brooks,1980,1988,6,SF,SDC,0.007973033856583224,0,0
Scott Brooks,1988,1998,10,PG,HOU,0.005009043335455331,0,0
Andre Brown,2006,2009,3,PF,OKC,0.00127700451450108,0,0
Anthony Brown,2015,2018,3,SF,LAL,0.001067669930621779,0,0
Bobby Brown,2008,2018,4,PG,HOU,0.0009112234935601555,0,0
Bruce Brown,2018,2022,4,PG,DET,0.01246385191912264,0,0
Charlie Brown Jr.,2019,2022,3,SG,ATL,0.0011868830288397042,0,0
Chaundee Brown Jr.,2021,2022,1,"SF,SG",LAL,0.001135244727026567,0,0
Chucky Brown,1989,2002,13,SF,CLE,0.002474480686463815,0,0
Damone Brown,2001,2005,4,SF,PHI,0.0010017799777159654,0,0
Dee Brown,1990,2002,12,PG,BOS,0.00497441909836351,0,0
Dee Brown,2006,2009,2,PG,UTA,0.0012925066764193542,0,0
Derrick Brown,2009,2012,3,SF,CHO,0.0038739752101360652,0,0
Devin Brown,2002,2010,8,SG,SAS,0.003476105429080071,0,0
Ernest Brown,2001,2002,1,C,MIA,0.0010069687870837424,0,0
Fred Brown,1971,1984,13,SG,OKC,0.023963877889194,0,0
George Brown,1957,1958,1,,LAL,0.001199296321392246,0,0
Gerald Brown,1998,1999,1,SG,PHO,0.0009089046480692299,0,0
Greg Brown III,2021,2022,1,SF,POR,0.0019447845934134182,0,0
Jabari Brown,2014,2015,1,SG,LAL,0.0015152913287558249,0,0
Jaylen Brown,2016,2022,6,SG,BOS,0.03540501414142581,0,0
John Brown,1973,1980,7,SF,ATL,0.005434183403322403,0,0
Kedrick Brown,2001,2005,4,SF,BOS,0.0021930550510449133,0,0
Kwame Brown,2001,2013,12,C,WAS,0.002767180785733049,0,0
Lewis Brown,1980,1981,1,C,WAS,0.0010989509153047498,0,0
Lorenzo Brown,2013,2019,5,PG,TOR,0.0011812087271941133,0,0
Marcus Brown,1996,2000,2,PG,POR,0.0012682739102854947,0,0
Markel Brown,2014,2018,3,SG,BRK,0.0015891855317275033,0,0
Mike Brown,1986,1997,11,C,UTA,0.002490977432904517,0,0
Moses Brown,2019,2022,3,C,POR,0.0030007310735704396,0,0
Myron Brown,1991,1992,1,PG,MIN,0.0011829675990339427,0,0
P.J. Brown,1993,2008,15,PF,MIA,0.01663114479420904,0,0
Randy Brown,1991,2003,12,PG,CHI,0.0018550604798522822,0,0
Raymond Brown,1989,1990,1,PF,UTA,0.0010068584883797737,0,0
Rickey Brown,1980,1985,5,C,GSW,0.0022443265578305123,0,0
Roger Brown,1972,1980,5,C,DET,0.0032011885398034877,0,0
Shannon Brown,2006,2015,9,SG,LAL,0.002083368751047766,0,0
Sterling Brown,2017,2022,5,SG,MIL,0.0030231750494423425,0,0
Tierre Brown,2001,2005,4,PG,HOU,0.0010721785057512315,0,0
Tony Brown,1984,1992,7,SF,MIL,0.0018348912403745355,0,0
Troy Brown Jr.,2018,2022,4,SF,WAS,0.002884104993948149,0,0
Stanley Brundy,1989,1990,1,SF,BRK,0.001408425444534623,0,0
Jalen Brunson,2018,2022,4,PG,DAL,0.03028585841535724,0,0
Rick Brunson,1997,2006,9,PG,NYK,0.0015052247540944298,0,0
Nicolás Brussino,2016,2018,2,SG,DAL,0.0015175542217966023,0,0
Elijah Bryant,2020,2021,1,SG,MIL,0.0010241995412799975,0,0
Em Bryant,1964,1972,8,PG,NYK,0.0023246102144122223,0,0
Joe Bryant,1975,1983,8,PF,PHI,0.0031172702317111395,0,0
Kobe Bryant,1996,2016,20,SG,LAL,0.9999998808015622,1,1
Mark Bryant,1988,2003,15,PF,POR,0.0024098817531553306,0,0
Thomas Bryant,2017,2022,5,C,WAS,0.006111538419855539,0,0
Wallace Bryant,1983,1986,3,C,DAL,0.0016130148230274236,0,0
Torgeir Bryn,1989,1990,1,C,LAC,0.001195499155792316,0,0
Shaq Buchanan,2021,2022,1,PG,MEM,0.0011992832646205264,0,0
Joe Buckhalter,1961,1963,2,PF,SAC,0.0018866245767401918,0,0
Steve Bucknall,1989,1990,1,SG,LAL,0.0009197432874402212,0,0
Cleveland Buckner,1961,1963,2,PF,NYK,0.0020545982801904927,0,0
Greg Buckner,1999,2009,10,SG,DAL,0.004092559238549244,0,0
Quinn Buckner,1976,1986,10,PG,MIL,0.005024547855057186,0,0
Dave Budd,1960,1965,5,SF,NYK,0.006248448447197579,0,0
Chase Budinger,2009,2016,7,SF,HOU,0.004446572539785837,0,0
Walt Budko,1948,1952,4,PF,BLB,0.015755837578903267,0,0
Jud Buechler,1990,2002,12,SF,CHI,0.0025277591215845576,0,0
Rodney Buford,1999,2005,5,SF,MIA,0.0017746765819727527,0,0
Matt Bullard,1990,2002,11,PF,HOU,0.0026794276017637017,0,0
Reggie Bullock,2013,2022,9,SF,DET,0.003947064711494445,0,0
Greg Bunch,1978,1979,1,SF,NYK,0.0012907452694029759,0,0
Dick Bunt,1952,1953,1,PG,NYK,0.0008983749603725686,0,0
Bill Buntin,1965,1966,1,C,DET,0.0024454372422850106,0,0
Ticky Burden,1975,1978,3,SG,NYK,0.0020075866519065184,0,0
Pat Burke,2002,2007,3,C,PHO,0.001067577148383665,0,0
Trey Burke,2013,2022,9,PG,DAL,0.002614670953872079,0,0
Roger Burkman,1981,1982,1,SG,CHI,0.001311465400476215,0,0
Alec Burks,2011,2022,11,SG,UTA,0.004309471005858998,0,0
Antonio Burks,2004,2006,2,PG,MEM,0.0012898269447861343,0,0
Kevin Burleson,2005,2006,1,PG,CHO,0.0009981791940346543,0,0
Tom Burleson,1974,1981,7,C,OKC,0.010689828184357146,0,0
Jack Burmaster,1949,1950,1,,SHE,0.0007694582769280223,0,0
David Burns,1981,1982,1,PG,BRK,0.0010805232979791907,0,0
Evers Burns,1993,1994,1,PF,SAC,0.0012891506496038906,0,0
Jim Burns,1967,1968,1,SG,CHI,0.001156084721665564,0,0
Scott Burrell,1993,2001,8,SF,CHO,0.0041850836831480295,0,0
Art Burris,1950,1952,2,SF,DET,0.0007720599946698433,0,0
Junior Burrough,1995,1996,1,PF,BOS,0.000983632837940221,0,0
Bob Burrow,1956,1958,2,C,SAC,0.002423395964360446,0,0
Deonte Burton,2018,2020,2,SG,OKC,0.0009947450532888083,0,0
Ed Burton,1961,1965,2,,NYK,0.0011839880620072708,0,0
Willie Burton,1990,1999,8,SF,MIA,0.00221873062146678,0,0
Steve Burtt,1984,1993,4,SG,GSW,0.0011375209126420125,0,0
Don Buse,1972,1985,13,PG,IND,0.03694231936150135,0,0
Donnie Butcher,1961,1966,5,PG,NYK,0.002222714015948407,0,0
Al Butler,1961,1965,4,PG,NYK,0.004471864012175498,0,0
Caron Butler,2002,2016,14,SF,WAS,0.0196712174773178,0,0
Greg Butler,1988,1991,3,C,NYK,0.0010999906240104754,0,0
Jackie Butler,2004,2007,3,C,NYK,0.0017294499383710279,0,0
Jared Butler,2021,2022,1,SG,UTA,0.0016519761528550367,0,0
Jimmy Butler,2011,2022,11,SG,CHI,0.9736833261915504,0,0
Mitchell Butler,1993,2004,8,SG,WAS,0.0014887600548821696,0,0
Rasual Butler,2002,2016,13,SF,NOP,0.0025181262025971815,0,0
Dwight Buycks,2013,2018,3,PG,TOR,0.0012288807355648498,0,0
Derrick Byars,2011,2012,1,PF,SAS,0.0012547433935223757,0,0
Andrew Bynum,2005,2014,8,C,LAL,0.06788011963151958,0,0
Will Bynum,2005,2015,8,PG,DET,0.002022166393494211,0,0
Marty Byrnes,1978,1983,4,SF,PHO,0.0027028570593923638,0,0
Žarko Čabarkapa,2003,2006,3,PF,PHO,0.0016030306915685159,0,0
Barney Cable,1958,1964,6,SF,DET,0.0024735653792181816,0,0
Bruno Caboclo,2014,2021,7,SF,TOR,0.0013256111181424348,0,0
Devontae Cacok,2019,2022,3,PF,LAL,0.0015049701483454444,0,0
Jason Caffey,1995,2003,8,PF,CHI,0.0034321823944238527,0,0
Michael Cage,1984,2000,15,C,OKC,0.010808253131224875,0,0
Gerry Calabrese,1950,1952,2,SG,PHI,0.0024528224338058184,0,0
Nick Calathes,2013,2015,2,SG,MEM,0.0034468577242484505,0,0
José Calderón,2005,2019,14,PG,TOR,0.008681019247148015,0,0
Adrian Caldwell,1989,1998,6,PF,HOU,0.0013700859160884233,0,0
Joe Caldwell,1964,1975,11,SF,ATL,0.07676520362806813,0,0
Kentavious Caldwell-Pope,2013,2022,9,SG,DET,0.01267561509417247,0,0
Bill Calhoun,1948,1955,7,SG,SAC,0.006679445465014497,0,0
Corky Calhoun,1972,1980,8,SF,PHO,0.003743910874385319,0,0
Demetrius Calip,1991,1992,1,PG,LAL,0.0010006194555177773,0,0
Rick Calloway,1990,1991,1,SG,SAC,0.0009005599434755096,0,0
Dexter Cambridge,1992,1993,1,SF,DAL,0.0015930541142348121,0,0
Marcus Camby,1996,2013,17,C,DEN,0.007115578237077724,0,0
Facundo Campazzo,2020,2022,2,PG,DEN,0.009324245516393938,0,0
Elden Campbell,1990,2005,15,C,LAL,0.00722605400394526,0,0
Tony Campbell,1984,1995,11,SF,DET,0.003147873766341719,0,0
Isaiah Canaan,2013,2019,6,PG,HOU,0.0018322961797068034,0,0
Vlatko Čančar,2019,2022,3,PF,DEN,0.0015137160340748946,0,0
Devin Cannady,2020,2022,2,PG,ORL,0.0012440215165111005,0,0
Clint Capela,2014,2022,8,C,HOU,0.07883307579340194,0,0
Derrick Caracter,2010,2011,1,C,LAL,0.001541417987186406,0,0
Brian Cardinal,2000,2012,12,PF,MEM,0.002357920100527068,0,0
Vernon Carey Jr.,2020,2022,2,C,CHO,0.00128812410332257,0,0
Howie Carl,1961,1962,1,PG,CHP,0.0007383676162040497,0,0
Geno Carlisle,2004,2005,1,SG,POR,0.001304630073154004,0,0
Rick Carlisle,1984,1990,5,SG,BOS,0.0012745552753038098,0,0
Al Carlson,1975,1976,1,C,OKC,0.0012859407120050408,0,0
Bob Carney,1954,1955,1,SG,LAL,0.0015157385096725108,0,0
Rodney Carney,2006,2011,5,SF,PHI,0.002783883986969617,0,0
Bob Carpenter,1949,1951,2,,DET,0.021108431778034644,0,0
Antoine Carr,1984,2000,16,PF,ATL,0.0032263057031226955,0,0
Austin Carr,1971,1981,10,SG,CLE,0.013788889195441554,0,0
Chris Carr,1995,2001,6,SG,MIN,0.0018773185273239356,0,0
Cory Carr,1998,1999,1,SG,CHI,0.00040632367948580827,0,0
Kenny Carr,1977,1987,10,PF,POR,0.008179737612172123,0,0
M.L. Carr,1975,1985,10,SF,BOS,0.00849691001212405,0,0
Bob Carrington,1977,1980,2,SG,BRK,0.0020069940541620583,0,0
DeMarre Carroll,2009,2020,11,SF,MEM,0.0051921918626669505,0,0
Joe Barry Carroll,1980,1991,10,C,GSW,0.015762173162920366,0,0
Matt Carroll,2003,2013,10,SG,CHO,0.0022053306833207664,0,0
Jimmy Carruth,1996,1997,1,PF,MIL,0.0011954765728837357,0,0
Anthony Carter,1999,2012,13,PG,DEN,0.001723571281407954,0,0
Butch Carter,1980,1986,6,SG,IND,0.003018598161424171,0,0
Fred Carter,1969,1977,8,SG,PHI,0.0035719506744541006,0,0
Howard Carter,1983,1985,2,SG,DEN,0.0011443137960168602,0,0
Jake Carter,1949,1950,1,,DNN,0.002154514790797384,0,0
Jevon Carter,2018,2022,4,PG,PHO,0.0027170745596888394,0,0
Maurice Carter,2003,2004,1,SG,LAL,0.0011593827873530717,0,0
Reggie Carter,1980,1982,2,SG,NYK,0.0013795109465483785,0,0
Ron Carter,1978,1980,2,SG,LAL,0.0010781130023327522,0,0
Vince Carter,1998,2020,22,SG,TOR,0.6035184517213373,1,0
Wendell Carter Jr.,2018,2022,4,C,CHI,0.01499144954854738,0,0
Michael Carter-Williams,2013,2021,8,PG,ORL,0.0018040173269358473,0,0
Bill Cartwright,1979,1995,15,C,NYK,0.018098094003309816,0,0
Jay Carty,1968,1969,1,PF,LAL,0.001078764862318539,0,0
Alex Caruso,2017,2022,5,PG,LAL,0.003760659456710333,0,0
Cornelius Cash,1976,1977,1,PF,DET,0.0011679722808714368,0,0
Sam Cassell,1993,2008,15,PG,MIL,0.04112573012494394,0,0
Omri Casspi,2009,2019,10,SF,SAC,0.003724833127010635,0,0
Harvey Catchings,1974,1985,11,C,PHI,0.0034028035562451374,0,0
Terry Catledge,1985,1993,8,PF,ORL,0.005777095095958126,0,0
Sid Catlett,1971,1972,1,SF,SAC,0.0010101583467070259,0,0
Kelvin Cato,1997,2007,10,C,HOU,0.006627267720720166,0,0
Bobby Cattage,1981,1986,2,PF,UTA,0.0012708657472109979,0,0
Willie Cauley-Stein,2015,2022,7,C,SAC,0.010688690252942822,0,0
Troy Caupain,2018,2019,1,PG,ORL,0.0012882450881069,0,0
Duane Causwell,1990,2001,11,C,SAC,0.002514074643724515,0,0
Tyler Cavanaugh,2017,2019,2,PF,ATL,0.0019297135832742627,0,0
Ron Cavenall,1984,1989,2,C,NYK,0.001095785300093336,0,0
Ahmad Caver,2021,2022,1,PG,IND,0.0011867576951169819,0,0
Cedric Ceballos,1990,2001,11,SF,PHO,0.016004271792426344,0,0
John Celestand,1999,2000,1,PG,LAL,0.0010838417938956353,0,0
Al Cervi,1949,1953,4,PG,PHI,0.11925278384747341,0,1
Lionel Chalmers,2004,2005,1,PG,LAC,0.000984468666732083,0,0
Mario Chalmers,2008,2018,9,PG,MIA,0.01079480194866753,0,0
Wilt Chamberlain,1959,1973,14,C,GSW,0.9999999230182134,1,1
Jerry Chambers,1966,1974,6,SF,LAL,0.002119006095391582,0,0
Tom Chambers,1981,1998,16,PF,OKC,0.18999153207873215,0,0
Justin Champagnie,2021,2022,1,SF,TOR,0.0023769486707653897,0,0
Mike Champion,1988,1989,1,SF,OKC,0.0011105927245905322,0,0
Tyson Chandler,2001,2020,19,C,CHI,0.01995891134103207,0,0
Wilson Chandler,2007,2020,12,SF,DEN,0.0038018456872984615,0,0
Don Chaney,1968,1980,12,SG,BOS,0.005565990977181699,0,0
