Player,Debut,Last Active,YOE,Position,Team,HOF Probability,First Ballot,Inducted as Player
Viacheslav Kravtsov,2012,2014,2,C,DET,0.001401146229746679,0,0
Jim Krebs,1957,1964,7,C,LAL,0.003804381264602153,0,0
Vit Krejci,2021,2022,1,SG,OKC,0.0019212370584983927,0,0
Wayne Kreklow,1980,1981,1,SG,BOS,0.0009206557396525122,0,0
Tommy Kron,1966,1970,4,SG,OKC,0.00196682771880454,0,0
Tom Kropp,1975,1977,2,SG,WAS,0.0013923234642933887,0,0
Nenad Krstić,2004,2011,7,C,BRK,0.00928455155957891,0,0
Larry Krystkowiak,1986,1997,9,PF,MIL,0.0031990931098990387,0,0
Steve Kuberski,1969,1978,9,PF,BOS,0.0025908514468739384,0,0
Leo Kubiak,1949,1950,1,,WAT,0.0016587054321216862,0,0
Bruce Kuczenski,1983,1984,1,PF,BRK,0.0008373559592848258,0,0
Frank Kudelka,1949,1953,4,SF,BLB,0.0024385670891211666,0,0
John Kuester,1977,1980,3,PG,KCK,0.0020728702881528446,0,0
Toni Kukoč,1993,2006,13,SF,CHI,0.01143939546589124,0,1
Arnoldas Kulboka,2021,2022,1,SF,CHO,0.0012119866616816263,0,0
Jonathan Kuminga,2021,2022,1,SF,GSW,0.013677724130571176,0,0
Kevin Kunnert,1973,1982,9,C,HOU,0.0048958824679850715,0,0
Mitch Kupchak,1976,1986,9,PF,WAS,0.0071675042190177144,0,0
C.J. Kupec,1975,1978,3,SF,LAL,0.0018856930465463262,0,0
Rodions Kurucs,2018,2021,3,SF,BRK,0.0021793308395537192,0,0
Rob Kurz,2008,2009,1,PF,GSW,0.002141377407790135,0,0
Ibo Kutluay,2004,2005,1,SG,OKC,0.0011105838358064465,0,0
Kyle Kuzma,2017,2022,5,PF,LAL,0.008979828113930692,0,0
Ognjen Kuzmić,2013,2015,2,C,GSW,0.0013058640153737135,0,0
Mindaugas Kuzminskas,2016,2018,2,SF,NYK,0.001885962478225101,0,0
Fred LaCour,1960,1963,3,SF,ATL,0.002749614479425969,0,0
Raef LaFrentz,1998,2008,10,C,DEN,0.01121569808371497,0,0
Tom LaGarde,1977,1985,6,C,OKC,0.0024533960511392266,0,0
Rusty LaRue,1997,2004,5,PG,CHI,0.0012374987863026626,0,0
Rudy LaRusso,1959,1969,10,PF,LAL,0.4695292206355233,0,0
Zach LaVine,2014,2022,8,SG,CHI,0.024218535632406286,0,0
Skal Labissière,2016,2020,4,PF,SAC,0.0026469682747382803,0,0
Sam Lacey,1970,1983,13,C,KCK,0.013986817820773415,0,0
Christian Laettner,1992,2005,13,PF,MIN,0.024994171459729847,0,0
Oliver Lafayette,2009,2010,1,SG,BOS,0.001125920442772143,0,0
Bill Laimbeer,1980,1994,14,C,DET,0.3182303750364789,0,0
Anthony Lamb,2020,2022,2,SF,HOU,0.0012487690721450896,0,0
Doron Lamb,2012,2014,2,SG,ORL,0.0012726029336295986,0,0
Jeremy Lamb,2012,2022,10,SG,CHO,0.005547682932352294,0,0
John Lambert,1975,1982,7,PF,CLE,0.002312868429902939,0,0
Jeff Lamp,1981,1989,6,SF,POR,0.002209347003317694,0,0
Maciej Lampe,2003,2006,3,C,PHO,0.0010727966579898275,0,0
Jim Lampley,1986,1987,1,C,PHI,0.0011742936161524564,0,0
Sean Lampley,2002,2004,2,SF,MIA,0.0019216747067027065,0,0
Jock Landale,2021,2022,1,C,SAS,0.004249237952114929,0,0
Carl Landry,2007,2016,9,PF,SAC,0.013553562318129994,0,0
Marcus Landry,2009,2010,1,SF,NYK,0.001082611408757836,0,0
Mark Landsberger,1977,1984,7,PF,LAL,0.003617548265145027,0,0
Jerome Lane,1988,1993,5,PF,DEN,0.0016618365550953211,0,0
Andrew Lang,1988,2000,12,C,PHO,0.0041672551182397235,0,0
Antonio Lang,1994,2000,6,SF,CLE,0.0014727014405554986,0,0
James Lang,2006,2007,1,C,WAS,0.0013086355677850668,0,0
Trajan Langdon,1999,2002,3,SG,CLE,0.0025874309391854663,0,0
Keith Langford,2007,2008,1,SG,SAS,0.0011992832646205264,0,0
Romeo Langford,2019,2022,3,SG,BOS,0.0017502710682747238,0,0
Dan Langhi,2000,2004,4,SF,HOU,0.0012707129231851546,0,0
Bob Lanier,1970,1984,14,C,DET,0.8927685392252867,0,1
Stu Lantz,1968,1976,8,SG,HOU,0.016086550604987485,0,0
Nicolás Laprovíttola,2016,2017,1,PG,SAS,0.0013937863078247656,0,0
York Larese,1961,1962,1,SG,CHP,0.0014906423821025333,0,0
Shane Larkin,2013,2018,4,PG,DAL,0.0026957820410299723,0,0
John Laskowski,1975,1977,2,SG,CHI,0.0026045031009555857,0,0
Stéphane Lasme,2007,2008,1,"PF,SF",GSW,0.0014903029319304525,0,0
Priest Lauderdale,1996,1998,2,C,ATL,0.0008324771524899883,0,0
Rich Laurel,1977,1978,1,SG,MIL,0.0011816070113499905,0,0
Walt Lautenbach,1949,1950,1,,SHE,0.00037159698530337467,0,0
Joffrey Lauvergne,2014,2018,4,C,DEN,0.003145831592345304,0,0
Tony Lavelli,1949,1951,2,,BOS,0.008523837108470532,0,0
Bob Lavoy,1950,1954,4,PF,INO,0.024962508153619476,0,0
Acie Law,2007,2011,4,PG,ATL,0.001587823380503085,0,0
Vic Law,2019,2020,1,PF,ORL,0.0010884796549204408,0,0
Gani Lawal,2010,2011,1,PF,PHO,0.0012119866616816263,0,0
Edmund Lawrence,1980,1981,1,C,DET,0.0012680696151504667,0,0
Jason Lawson,1997,1998,1,C,ORL,0.001845750288175613,0,0
Ty Lawson,2009,2017,8,PG,DEN,0.0353011261942778,0,0
Jake Layman,2016,2022,6,SF,POR,0.0017677541573343362,0,0
Mo Layton,1971,1978,5,PG,PHO,0.002217741703089908,0,0
Caris LeVert,2016,2022,6,SG,BRK,0.004373188236934537,0,0
T.J. Leaf,2017,2021,4,PF,IND,0.002028983770904077,0,0
Hal Lear,1956,1957,1,,GSW,0.001195508723400057,0,0
Allen Leavell,1979,1989,10,PG,HOU,0.006717573531212128,0,0
Jeff Lebo,1989,1990,1,SG,SAS,0.0011929616557807227,0,0
Eric Leckner,1988,1997,8,C,CHO,0.001964757179441363,0,0
Jalen Lecque,2019,2021,2,SG,PHO,0.0010908063267151236,0,0
Ricky Ledo,2013,2015,2,SG,DAL,0.0009022696945137656,0,0
Butch Lee,1978,1980,2,PG,CLE,0.0030549147557321944,0,0
Clyde Lee,1966,1976,10,C,GSW,0.015559572174118009,0,0
Courtney Lee,2008,2020,12,SG,MEM,0.006634819835015107,0,0
Damion Lee,2017,2022,5,SG,GSW,0.0036944999922100654,0,0
David Lee,2005,2017,12,PF,NYK,0.1492662884153079,0,0
Doug Lee,1991,1995,3,SG,BRK,0.00138754581437688,0,0
George Lee,1960,1968,7,SF,GSW,0.002051588691286,0,0
Keith Lee,1985,1989,3,PF,CLE,0.002984765270612378,0,0
Kurk Lee,1990,1991,1,PG,BRK,0.0010938907527994397,0,0
Malcolm Lee,2011,2015,3,SG,MIN,0.0012573806614182691,0,0
Rock Lee,1981,1982,1,C,SDC,0.0011992928624762146,0,0
Ron Lee,1976,1982,6,PG,PHO,0.004097928709374943,0,0
Russ Lee,1972,1975,3,SF,MIL,0.001385548324487109,0,0
Saben Lee,2020,2022,2,PG,DET,0.0031410871716092627,0,0
Ed Leede,1949,1951,2,,BOS,0.01277626777725857,0,0
Tim Legler,1989,2000,10,SG,WAS,0.002320793160546241,0,0
Walt Lemon Jr.,2017,2019,2,PG,NOP,0.00109733606259463,0,0
Alex Len,2013,2022,9,C,PHO,0.005014570456141985,0,0
Voshon Lenard,1995,2006,11,SG,MIA,0.005027952198370277,0,0
Gary Leonard,1989,1992,3,C,ATL,0.0011903581502095235,0,0
Kawhi Leonard,2011,2021,10,SF,SAS,0.9964933768876446,0,0
Meyers Leonard,2012,2021,9,C,POR,0.0033141302272367864,0,0
Slick Leonard,1956,1963,7,PG,LAL,0.0015035442681438913,0,0
Jim Les,1988,1995,7,PG,SAC,0.002702843119135782,0,0
Travis Leslie,2011,2012,1,SG,LAC,0.0013031531325827161,0,0
Ronnie Lester,1980,1986,6,PG,CHI,0.0025016596027325005,0,0
Clifford Lett,1989,1991,2,PG,CHI,0.0010702812253353714,0,0
Jon Leuer,2011,2019,8,PF,MEM,0.0032180730546240398,0,0
Andrew Levane,1948,1953,3,SG,SAC,0.0014787031661349184,0,0
Fat Lever,1982,1994,11,PG,DEN,0.12734465061464884,0,0
Cliff Levingston,1982,1995,11,PF,ATL,0.010947924336163529,0,0
Bobby Lewis,1967,1971,4,SG,GSW,0.0014357884543248476,0,0
Cedric Lewis,1995,1996,1,C,WAS,0.0013046346826394199,0,0
Kira Lewis Jr.,2020,2022,2,PG,NOP,0.0014554451502554848,0,0
Martin Lewis,1995,1997,2,SF,TOR,0.001272815468283946,0,0
Quincy Lewis,1999,2004,4,SG,UTA,0.0013613658330859778,0,0
Ralph Lewis,1987,1990,3,SG,DET,0.0011811296615880861,0,0
Rashard Lewis,1998,2014,16,SF,OKC,0.039425624535877564,0,0
Reggie Lewis,1987,1993,6,SG,BOS,0.17260796236610823,0,0
Scottie Lewis,2021,2022,1,SG,CHO,0.0012056279002612968,0,0
Marcus Liberty,1990,1994,4,SF,DEN,0.0024330607856216887,0,0
Todd Lichti,1989,1994,5,SG,DEN,0.002535578222990682,0,0
DeAndre Liggins,2011,2018,5,SG,ORL,0.001481052233748088,0,0
Bill Ligon,1974,1975,1,SG,DET,0.000982396852488602,0,0
Damian Lillard,2012,2022,10,PG,POR,0.9993585303674569,0,0
Jeremy Lin,2010,2019,9,PG,HOU,0.00552442467003119,0,0
Steve Lingenfelter,1982,1984,2,PF,WAS,0.001199121235044083,0,0
Alton Lister,1981,1998,16,C,MIL,0.002930922391485411,0,0
Nassir Little,2019,2022,3,PF,POR,0.0027710411894159236,0,0
Isaiah Livers,2021,2022,1,SF,DET,0.0019222677444317444,0,0
Randy Livingston,1996,2007,11,PG,PHO,0.0012994258990855793,0,0
Shaun Livingston,2004,2019,14,PG,GSW,0.0030846080341482025,0,0
Ron Livingstone,1949,1951,2,,GSW,0.0031095658311114027,0,0
Horacio Llamas,1996,1998,2,C,PHO,0.0011849775357221312,0,0
Earl Lloyd,1950,1960,9,SF,PHI,0.004071679360379952,0,0
Lewis Lloyd,1981,1990,7,SG,HOU,0.007247676805242755,0,0
Scott Lloyd,1976,1983,6,C,DAL,0.0015202736820629469,0,0
Bob Lochmueller,1952,1953,1,SF,PHI,0.0018005526594517696,0,0
Rob Lock,1988,1989,1,PF,LAC,0.0010014010285110508,0,0
Darrell Lockhart,1983,1984,1,C,SAS,0.0011867223569561128,0,0
Ian Lockhart,1990,1991,1,SF,PHO,0.0011620532889527893,0,0
Kevin Loder,1981,1984,3,SF,KCK,0.002175926490937804,0,0
Don Lofgran,1950,1954,4,SF,INO,0.0021235665947890465,0,0
Zach Lofton,2018,2019,1,SG,DET,0.0012119866616816263,0,0
Brad Lohaus,1987,1998,11,PF,MIL,0.00253059751857034,0,0
Art Long,2000,2003,3,PF,SAC,0.0014868381429487126,0,0
Grant Long,1988,2003,15,PF,MIA,0.006602635699606324,0,0
John Long,1978,1997,14,SG,DET,0.0031442772528312442,0,0
Paul Long,1967,1971,4,SG,DET,0.0013596545984851313,0,0
Shawn Long,2016,2017,1,C,PHI,0.0024371144698425813,0,0
Luc Longley,1991,2001,10,C,CHI,0.0033229235427817876,0,0
Kevon Looney,2015,2022,7,C,GSW,0.008586214750358544,0,0
Brook Lopez,2008,2022,14,C,BRK,0.02171252120768767,0,0
Felipe López,1998,2002,4,SG,MEM,0.002126634050940576,0,0
Raül López,2003,2005,2,PG,UTA,0.0028626825950641816,0,0
Robin Lopez,2008,2022,14,C,PHO,0.005957819283178471,0,0
Ryan Lorthridge,1994,1995,1,SG,GSW,0.0015880377496968515,0,0
Jim Loscutoff,1955,1964,9,SF,BOS,0.0014304801020522382,0,0
Plummer Lott,1967,1969,2,SF,OKC,0.0006526660295507539,0,0
Kevin Loughery,1962,1973,11,SG,WAS,0.004733284978528342,0,0
Didi Louzada,2020,2022,2,SF,NOP,0.0010701955635068375,0,0
Bob Love,1966,1977,11,PF,CHI,0.18592523346716602,0,0
Kevin Love,2008,2022,14,PF,CLE,0.5434039826105751,0,0
Stan Love,1971,1975,4,PF,WAS,0.0033595264717749557,0,0
Clyde Lovellette,1953,1964,11,C,LAL,0.42936677013400726,0,1
Sidney Lowe,1983,1990,4,PG,IND,0.002577781601417021,0,0
Charlie Lowery,1971,1972,1,PG,MIL,0.0014084718399938634,0,0
Kyle Lowry,2006,2022,16,PG,TOR,0.5237616748514334,0,0
Jordan Loyd,2018,2019,1,PG,TOR,0.001407169410594818,0,0
Jerry Lucas,1963,1974,11,PF,SAC,0.99903165417939,1,1
John Lucas,1976,1990,14,PG,HOU,0.006751438247022327,0,0
Kalin Lucas,2014,2019,2,PG,MEM,0.001199273666841556,0,0
Maurice Lucas,1974,1988,14,PF,POR,0.273625058460813,0,0
John Lucas III,2005,2017,8,PG,HOU,0.00149251339209048,0,0
Ted Luckenbill,1961,1963,2,PF,GSW,0.0013981105645048477,0,0
Tyronn Lue,1998,2009,11,PG,ATL,0.0031168587453380627,0,0
Jim Luisi,1953,1954,1,PG,BLB,0.0011750494343970611,0,0
Phil Lumpkin,1974,1976,2,PG,POR,0.0015017517801351886,0,0
Ray Lumpp,1948,1953,5,PG,NYK,0.011456312886781804,0,0
Gabriel Lundberg,2021,2022,1,SG,PHO,0.0010989477454786132,0,0
Timothé Luwawu-Cabarrot,2016,2022,6,SF,PHI,0.0020191003538368737,0,0
Tyler Lydon,2017,2019,2,PF,DEN,0.0013061182238411709,0,0
Trey Lyles,2015,2022,7,PF,UTA,0.004742222966423512,0,0
George Lynch,1993,2005,12,SF,LAL,0.004851592047067143,0,0
Kevin Lynch,1991,1993,2,SG,CHO,0.001383543562386672,0,0
Mike Lynn,1969,1971,2,SF,LAL,0.0010859095625699827,0,0
Sheldon Mac,2016,2017,1,SG,WAS,0.0018164476714653008,0,0
Todd MacCulloch,1999,2003,4,C,PHI,0.011859134709992933,0,0
Ronnie MacGilvray,1954,1955,1,PG,MLH,0.0010954090257868788,0,0
Don MacLean,1992,2001,9,SF,WAS,0.0019914776664461133,0,0
Mike Macaluso,1973,1974,1,SF,LAC,0.0011913633087190306,0,0
Ed Macauley,1949,1959,10,C,BOS,0.9954629567881915,1,1
Scott Machado,2012,2019,2,PG,HOU,0.0011891917231425775,0,0
Arvydas Macijauskas,2005,2006,1,SG,NOP,0.0011827819259062748,0,0
Ollie Mack,1979,1982,3,SG,CHI,0.0021403043457746337,0,0
Sam Mack,1992,2002,7,SF,HOU,0.0024083688639824283,0,0
Shelvin Mack,2011,2019,8,PG,ATL,0.0026710875765076306,0,0
Malcolm Mackey,1993,1994,1,C,PHO,0.0013015599079047905,0,0
Rudy Macklin,1981,1984,3,SF,ATL,0.00276791813061751,0,0
Vernon Macklin,2011,2012,1,C,DET,0.0018358692290354208,0,0
Johnny Macknowski,1949,1951,2,,PHI,0.003668692381101987,0,0
Daryl Macon,2018,2020,2,SG,DAL,0.001079299088159643,0,0
Mark Macon,1991,1999,6,SG,DET,0.0011166389509742456,0,0
J.P. Macura,2018,2020,2,SG,CHO,0.0011867155115774129,0,0
Kyle Macy,1980,1987,7,PG,PHO,0.036567717455567465,0,0
Tito Maddox,2002,2003,1,SG,HOU,0.0011966848501969072,0,0
Gerald Madkins,1993,1998,3,SG,CLE,0.001291150444594339,0,0
Mark Madsen,2000,2009,9,C,MIN,0.002080041980750396,0,0
Norm Mager,1950,1951,1,,BLB,0.0011466533749547039,0,0
Josh Magette,2017,2020,2,PG,ATL,0.0012844723529110516,0,0
Corey Maggette,1999,2013,14,SF,LAC,0.008368374479857794,0,0
Dave Magley,1982,1983,1,SF,CLE,0.001100005027053199,0,0
Jamaal Magloire,2000,2012,12,C,NOP,0.00710155521075259,0,0
Will Magnay,2020,2021,1,C,NOP,0.0012119866616816263,0,0
Ian Mahinmi,2007,2020,12,C,IND,0.0038097341374428912,0,0
John Mahnken,1946,1953,7,C,BOS,0.0013047060143966838,0,0
Mo Mahoney,1952,1954,2,,BOS,0.0011928932772701122,0,0
Rick Mahorn,1980,1999,18,PF,DET,0.003208184228484992,0,0
Dan Majerle,1988,2002,14,SG,PHO,0.09587825638136374,0,0
Renaldo Major,2006,2007,1,PF,GSW,0.0010536726972102024,0,0
Thon Maker,2016,2021,5,C,MIL,0.0030543820112916057,0,0
Théo Maledon,2020,2022,2,PG,OKC,0.0009278008805071109,0,0
Jeff Malone,1983,1996,13,SG,WAS,0.028995482063841213,0,0
Karl Malone,1985,2004,19,PF,UTA,0.9999994801511074,1,1
Moses Malone,1974,1995,21,C,HOU,0.9999047946267767,1,1
Matt Maloney,1996,2003,6,PG,HOU,0.003571128213923168,0,0
Steve Malovic,1979,1980,1,PF,WAS,0.0015392734023617091,0,0
Sandro Mamukelashvili,2021,2022,1,PF,MIL,0.002568989873985471,0,0
Ted Manakas,1973,1974,1,SG,SAC,0.0011817141074116943,0,0
John Mandic,1948,1950,2,,INJ,0.003193399628999359,0,0
Karim Mané,2020,2021,1,PG,ORL,0.0010976619222558934,0,0
Terance Mann,2019,2022,3,SF,LAC,0.01621347299678909,0,0
Tre Mann,2021,2022,1,PG,OKC,0.0011818684042794734,0,0
Danny Manning,1988,2003,15,PF,LAC,0.019070705836680298,0,0
Ed Manning,1967,1976,9,PF,WAS,0.0030651178236862837,0,0
Rich Manning,1995,1997,2,PF,MEM,0.0010775467086006755,0,0
Nico Mannion,2020,2021,1,PG,GSW,0.0013814600263751507,0,0
Pace Mannion,1983,1989,6,SF,UTA,0.0014584032586930267,0,0
Nick Mantis,1959,1963,2,SG,LAL,0.0008232879513128288,0,0
Pete Maravich,1970,1980,10,SG,UTA,0.9491889856655716,0,1
Devyn Marble,2014,2016,2,SG,ORL,0.0010905695530674037,0,0
Roy Marble,1989,1994,2,SG,ATL,0.0010057992593797435,0,0
Stephon Marbury,1996,2009,13,PG,NYK,0.16462934400230078,0,0
Šarūnas Marčiulionis,1989,1997,7,SG,GSW,0.007950161793192323,0,1
Jack Marin,1966,1977,11,SF,WAS,0.07358542078492343,0,0
Shawn Marion,1999,2015,16,SF,PHO,0.4635372819316744,0,0
Boban Marjanović,2015,2022,7,C,DAL,0.003959292607713561,0,0
Lauri Markkanen,2017,2022,5,PF,CHI,0.012173986875575474,0,0
Damir Markota,2006,2007,1,PF,MIL,0.0009992443253434308,0,0
Sean Marks,1998,2011,11,PF,TOR,0.0013000653733807115,0,0
Harvey Marlatt,1970,1973,3,SG,DET,0.0011675460288129874,0,0
Jim Marsh,1971,1972,1,SF,POR,0.0009016880588856732,0,0
Ricky Marsh,1977,1978,1,SG,GSW,0.0017865310682730136,0,0
Donny Marshall,1995,2003,5,SF,CLE,0.0013752964127103828,0,0
Donyell Marshall,1994,2009,15,PF,GSW,0.006087781651241152,0,0
Kendall Marshall,2012,2016,4,PG,PHO,0.0013323915729650292,0,0
Naji Marshall,2020,2022,2,SF,NOP,0.002220452948388436,0,0
Rawle Marshall,2005,2007,2,SF,DAL,0.0012806582152600316,0,0
Tom Marshall,1954,1959,4,SF,SAC,0.0024827892616999347,0,0
Vester Marshall,1973,1974,1,SF,OKC,0.0010951351353942213,0,0
Bill Martin,1985,1988,3,SF,IND,0.0012488163370554016,0,0
Bob Martin,1993,1995,2,C,LAC,0.001284652950052096,0,0
Brian Martin,1985,1986,1,"PF,SF",OKC,0.0011012343535935143,0,0
Caleb Martin,2019,2022,3,SF,CHO,0.004468269406745151,0,0
Cartier Martin,2008,2015,7,SF,WAS,0.0016092598513942733,0,0
Cody Martin,2019,2022,3,SF,CHO,0.005304965999674383,0,0
Cuonzo Martin,1995,1997,2,SG,MEM,0.001095458471841241,0,0
Darrick Martin,1994,2008,13,PG,LAC,0.001583161328865402,0,0
Fernando Martín,1986,1987,1,C,POR,0.0008461912364460699,0,0
Jarell Martin,2015,2019,4,PF,MEM,0.002131605605113595,0,0
Jeff Martin,1989,1991,2,SG,LAC,0.0028526561175750455,0,0
Jeremiah Martin,2019,2021,2,PG,BRK,0.0011518893821831772,0,0
Kelan Martin,2019,2022,3,SF,IND,0.0013382570730372852,0,0
Kenyon Martin,2000,2015,15,PF,DEN,0.008275027220903433,0,0
Kenyon Martin Jr.,2020,2022,2,SF,HOU,0.008969126217314665,0,0
Kevin Martin,2004,2016,12,SG,SAC,0.016066521571694147,0,0
LaRue Martin,1972,1976,4,C,POR,0.0016797896375089097,0,0
Maurice Martin,1986,1988,2,SF,DEN,0.001081133954466505,0,0
Phil Martin,1954,1955,1,SF,MLH,0.0010907895740494154,0,0
Slater Martin,1949,1960,11,PG,LAL,0.9125887372332093,0,1
Whitey Martin,1961,1962,1,SG,NYK,0.0007540180065112067,0,0
Jamal Mashburn,1993,2004,11,SF,DAL,0.028348822188692297,0,0
Al Masino,1952,1954,2,PG,MLH,0.004073543619755381,0,0
Anthony Mason,1989,2003,13,PF,NYK,0.09679294570955281,0,0
Desmond Mason,2000,2010,10,SF,OKC,0.004166981389409845,0,0
Frank Mason III,2017,2021,4,PG,SAC,0.0014251336771989756,0,0
Roger Mason,2002,2014,10,SG,WAS,0.0024767332957040195,0,0
Tony Massenburg,1990,2005,13,PF,MEM,0.002061856974582968,0,0
Eddie Mast,1970,1973,3,PF,NYK,0.0012734604519053431,0,0
Yante Maten,2018,2019,1,PF,MIA,0.001199273666841556,0,0
Garrison Mathews,2019,2022,3,SG,WAS,0.0052525546612577426,0,0
Mangok Mathiang,2017,2018,1,C,CHO,0.001294970221219326,0,0
Dakota Mathias,2020,2022,2,SG,PHI,0.0012655409661709556,0,0
Wes Matthews,1980,1990,9,PG,ATL,0.0023602620482800784,0,0
Wesley Matthews,2009,2022,13,SG,POR,0.008594102813396683,0,0
Marlon Maxey,1992,1994,2,PF,MIN,0.0034338318175685585,0,0
Tyrese Maxey,2020,2022,2,SG,PHI,0.044919852638293886,0,0
Jason Maxiell,2005,2015,10,PF,DET,0.003745542180498227,0,0
Cedric Maxwell,1977,1988,11,SF,BOS,0.058885137289076364,0,0
Vernon Maxwell,1988,2001,13,SG,HOU,0.0030410240571276423,0,0
Don May,1968,1975,7,SF,NYK,0.003299158064579271,0,0
Scott May,1976,1983,7,SF,CHI,0.0061206564866761294,0,0
Sean May,2005,2010,4,PF,CHO,0.0019542772189425715,0,0
Lee Mayberry,1992,1999,7,PG,MIL,0.0024362940384936075,0,0
Clyde Mayes,1975,1977,2,PF,MIL,0.0017723002889248709,0,0
Tharon Mayes,1991,1992,1,SG,PHI,0.0008180788111420366,0,0
Bill Mayfield,1980,1981,1,SF,GSW,0.0011816403240835867,0,0
Ken Mayfield,1975,1976,1,SG,NYK,0.0009879724818323246,0,0
Eric Maynor,2009,2014,5,PG,OKC,0.001968534756265801,0,0
O.J. Mayo,2008,2016,8,SG,MEM,0.0061480575855777505,0,0
Skylar Mays,2020,2022,2,SG,ATL,0.0019445374887083187,0,0
Travis Mays,1990,1993,3,PG,ATL,0.0020596150875383658,0,0
Matt Mazza,1949,1950,1,,SHE,0.0011641840913014642,0,0
Luc Mbah a Moute,2008,2020,12,PF,MIL,0.0037573960786982494,0,0
Bob McAdoo,1972,1986,14,C,LAC,0.9067032683571645,0,1
James Michael McAdoo,2014,2018,4,PF,GSW,0.0018782304701506819,0,0
Ken McBride,1954,1955,1,SG,MLH,0.0007703356993941482,0,0
Miles McBride,2021,2022,1,PG,NYK,0.0014095150340456917,0,0
Tahjere McCall,2018,2019,1,SG,BRK,0.0011620439887760304,0,0
Ray McCallum,2013,2016,3,PG,SAC,0.002003733808508684,0,0
Bob McCann,1989,1998,5,SF,DAL,0.001561183941275359,0,0
Brendan McCann,1957,1960,3,PG,NYK,0.0010095679430582164,0,0
Mel McCants,1989,1990,1,SF,LAL,0.00119038146897554,0,0
Rashad McCants,2005,2009,4,SG,MIN,0.002190165125680485,0,0
Mike McCarron,1946,1950,2,,TRH,0.006399965441625125,0,0
Andre McCarter,1976,1981,3,PG,KCK,0.001615431816151567,0,0
Willie McCarter,1969,1972,3,SG,LAL,0.0008794926497766528,0,0
Johnny McCarthy,1956,1964,6,PG,ATL,0.001974211202935098,0,0
Kelly McCarty,1998,1999,1,SG,DEN,0.0011867223569561128,0,0
Walter McCarty,1996,2006,10,PF,BOS,0.002674758845563243,0,0
Amal McCaskill,1996,2004,4,C,ORL,0.0012799941891549855,0,0
Patrick McCaw,2016,2021,5,SG,TOR,0.002299016346015519,0,0
Dwayne McClain,1985,1986,1,SF,IND,0.000898192127875906,0,0
Dan McClintock,2000,2001,1,C,DEN,0.0011741300473738316,0,0
Jack McCloskey,1952,1953,1,SG,GSW,0.0011378352415479449,0,0
George McCloud,1989,2002,12,SF,IND,0.003466235947272062,0,0
Mac McClung,2021,2022,1,PG,CHI,0.0011867576951169819,0,0
CJ McCollum,2013,2022,9,SG,POR,0.0168715343299616,0,0
John McConathy,1951,1952,1,,MLH,0.000772187218049914,0,0
Bucky McConnell,1952,1953,1,PG,MLH,0.0017806518738405545,0,0
T.J. McConnell,2015,2022,7,PG,PHI,0.009605651992479175,0,0
Keith McCord,1980,1981,1,SG,WAS,0.001186731854406384,0,0
Tim McCormick,1984,1992,8,C,OKC,0.006600849197154513,0,0
Jelani McCoy,1998,2008,8,C,OKC,0.0016942920282289988,0,0
Paul McCracken,1972,1977,3,SG,HOU,0.0013662330085563378,0,0
Chris McCray,2006,2007,1,SG,MIL,0.0011105927245905322,0,0
Rodney McCray,1983,1993,10,SF,HOU,0.030395640532480506,0,0
Scooter McCray,1983,1987,3,PF,OKC,0.0012690931152868467,0,0
Erik McCree,2017,2018,1,SF,UTA,0.0011105838358064465,0,0
Chris McCullough,2015,2018,3,PF,BRK,0.0013761288877592857,0,0
John McCullough,1981,1982,1,SG,PHO,0.001286840199563285,0,0
Clint McDaniel,1995,1996,1,SG,SAC,0.001405675544810575,0,0
Xavier McDaniel,1985,1998,12,SF,OKC,0.016208279699242566,0,0
Jaden McDaniels,2020,2022,2,PF,MIN,0.005471371603624125,0,0
Jalen McDaniels,2019,2022,3,SF,CHO,0.0027686160685759863,0,0
Jim McDaniels,1971,1978,5,C,OKC,0.007719043960959805,0,0
K.J. McDaniels,2014,2017,3,SF,HOU,0.0015763448307865582,0,0
Doug McDermott,2014,2022,8,SF,CHI,0.005355794668919013,0,0
Sean McDermott,2020,2021,1,SF,MEM,0.001409977720141796,0,0
Ben McDonald,1985,1989,4,PF,GSW,0.0018054066344315015,0,0
Glenn McDonald,1974,1977,3,SF,BOS,0.001606105724925236,0,0
Michael McDonald,1997,1998,1,C,CHO,0.0011105838358064465,0,0
Hank McDowell,1981,1987,6,PF,GSW,0.0014467503940309241,0,0
Antonio McDyess,1995,2011,15,PF,DEN,0.026131606367397635,0,0
Jim McElroy,1975,1982,7,PG,UTA,0.004344858627071968,0,0
Ivan McFarlin,2006,2007,1,PF,PHI,0.0013031285187500446,0,0
Mitch McGary,2014,2016,2,PF,OKC,0.0020914879162811915,0,0
JaVale McGee,2008,2022,14,C,DEN,0.004647956950877707,0,0
Mike McGee,1981,1990,9,SF,LAL,0.0032079694155370667,0,0
Bill McGill,1962,1970,5,C,CHZ,0.013921703699191181,0,0
George McGinnis,1971,1982,11,PF,IND,0.8325023210261827,0,1
Jon McGlocklin,1965,1976,11,SG,MIL,0.023372610212410324,0,0
Tracy McGrady,1997,2012,15,SG,HOU,0.9751814850918619,1,1
Gil McGregor,1971,1972,1,PF,SAC,0.0008170449789242228,0,0
Cameron McGriff,2021,2022,1,SF,POR,0.001258652721273958,0,0
Rodney McGruder,2016,2022,6,SG,MIA,0.003136891743039294,0,0
