Player,Debut,Last Active,YOE,Retired,Position,Team,League,Total Games,Career PPG,Career RPG,Career APG,Career FG%,Career FG3%,Career FT%,Career eFG%,PER,Total WS,Hall of Fame,Year Inducted,All-Stars,Scoring Champs,Rebound Champs,Assist Champs,Steal Champs,Block Champs,NBA Champs,All-NBA,All-Rookie,ROY,All-Defensive,Most Improved,Sixth Man,AS MVPs,DPOYs,MVPs,Finals MVPs,NBA 75th Anniv. Team
Damjan Rudež,2014,2017,3,1,SF,IND,NBA,146,3.3,0.6,0.6,42.4,37.3,77.4,55.2,7.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Rudometkin,1962,1965,3,1,SF,NYK,NBA,131,6.3,3.1,0.5,39.9,0,74.3,0,13.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Ruffin,1999,2009,9,1,PF,WAS,NBA,414,1.7,3.9,0.6,40.7,0.0,45.9,40.7,8.5,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevor Ruffin,1994,1996,2,1,PG,PHO,NBA,110,9.2,1.4,2.9,41.1,37.1,79.5,49.5,14.9,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Ruffner,1970,1976,5,1,C,BUF,NBA,133,4.2,3.0,0.5,47.1,-,68.8,47.1,13.6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Ruklick,1959,1962,3,1,PF,GSW,NBA,114,3.5,2.5,0.4,36.6,0,61.3,0,9.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Ruland,1981,1993,8,1,C,WAS,NBA,332,17.4,10.2,3.0,56.4,15.8,71.8,56.4,18.7,34.3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bob Rule,1967,1975,8,1,C,OKC,NBA,403,17.4,8.3,1.5,46.1,0,68.6,0,16.6,22.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jerry Rullo,1946,1950,4,1,NA,GSW,BAA,95,2.9,-,0.7,29.2,0,59.1,0,-,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefano Rusconi,1995,1996,1,1,PF,PHO,NBA,7,1.1,0.9,0.4,33.3,-,40.0,33.3,2.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Rush,2008,2017,9,1,SG,GSW,NBA,481,6.8,2.9,1.0,42.6,40.2,70.6,51.8,9.9,11.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kareem Rush,2002,2010,7,1,SG,LAL,NBA,346,6.4,1.7,1.0,40.0,35.8,70.3,46.6,9.2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Russell,1956,1969,13,1,C,BOS,NBA,963,15.1,22.5,4.3,44.0,0,56.1,0,18.9,163.5,1,1975,12,0,4,0,0,0,11,11,0,0,1,0,0,1,0,5,0,1
Bryon Russell,1993,2006,13,1,SF,UTA,NBA,841,7.9,3.5,1.3,43.1,36.9,75.0,49.6,12.6,47.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campy Russell,1974,1985,9,1,SF,CLE,NBA,566,15.8,4.8,3.0,45.9,36.6,77.2,46.2,16.3,35.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cazzie Russell,1966,1978,12,1,SF,NYK,NBA,817,15.1,3.8,2.2,46.4,0,82.7,0,15.8,51.7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
D'Angelo Russell,2015,2022,7,0,PG,MIN,NBA,424,17.7,3.5,5.6,42.0,35.6,78.1,50.0,16.5,14.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Frank Russell,1972,1973,1,1,SG,CHI,NBA,23,3.2,0.7,0.7,37.7,0,88.9,0,14.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre Russell,1971,1973,2,1,SG,KEN,ABA,110,4.0,2.0,1.0,43.9,10.0,65.7,44.2,13.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubin Russell,1967,1968,1,1,SG,DLC,ABA,26,5.4,2.0,0.3,35.4,18.2,61.0,36.7,6.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walker Russell,1982,1988,6,1,PG,DET,NBA,155,3.0,1.2,2.3,39.3,15.8,80.0,39.9,7.5,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walker Russell,2011,2012,1,1,PG,DET,NBA,28,3.0,0.9,2.1,34.7,30.8,63.6,36.8,7.2,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arvydas Sabonis,1995,2003,7,1,C,POR,NBA,470,12.0,7.3,2.1,50.0,32.8,78.6,51.7,21.2,47.3,1,2011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Domantas Sabonis,2016,2022,6,0,PF,IND,NBA,415,14.4,9.2,3.6,53.4,31.9,72.8,55.4,18.7,34.7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Sacre,2012,2016,4,1,C,LAL,NBA,189,4.2,3.1,0.7,43.6,0.0,67.1,43.6,10.8,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Sadowski,1946,1950,4,1,NA,GSW,BAA,229,15.6,-,1.8,35.4,0,69.7,0,-,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Sailors,1946,1951,5,1,NA,PRO,BAA,276,12.6,2.0,2.8,32.9,0,71.2,0,-,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Salley,1986,2000,11,1,PF,DET,NBA,748,7.0,4.5,1.2,50.6,21.4,71.4,50.6,12.8,41.5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
John Salmons,2002,2015,13,1,SG,SAC,NBA,895,9.3,2.9,2.4,43.1,36.6,79.9,48.3,12.1,33.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Salvadori,1967,1968,1,1,NA,OAK,ABA,17,3.2,2.7,0.2,36.2,100.0,68.8,37.1,6.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Salvadori,1996,1998,2,1,C,SAC,NBA,39,1.1,1.2,0.3,28.3,-,66.7,28.3,6.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soumaila Samake,2000,2003,2,1,C,BRK,NBA,47,1.4,1.6,0.1,38.9,-,46.2,38.9,10.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luka Šamanić,2019,2021,2,0,PF,SAS,NBA,36,3.8,2.2,0.6,43.0,29.4,57.6,49.2,9.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheikh Samb,2007,2009,2,1,C,DET,NBA,22,1.0,1.4,0.0,25.0,0.0,44.4,25.0,7.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Sampson,2018,2019,1,0,SG,CHI,NBA,14,5.1,1.1,0.7,46.7,37.9,66.7,55.8,8.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JaKarr Sampson,2014,2021,6,0,SF,PHI,NBA,236,5.2,2.7,0.7,47.1,24.8,67.0,50.0,10.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Sampson,2002,2007,5,1,PF,MIL,NBA,72,2.0,3.4,0.4,49.1,0.0,53.7,49.1,13.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralph Sampson,1983,1992,9,1,C,HOU,NBA,456,15.4,8.8,2.3,48.6,17.2,66.1,48.7,16.0,20.1,1,2012,4,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
Samardo Samuels,2010,2013,3,1,C,CLE,NBA,109,5.9,3.4,0.4,44.5,0.0,65.3,44.5,10.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pepe Sánchez,2000,2003,2,1,PG,ATL,NBA,38,0.5,0.6,1.3,27.3,0.0,100.0,27.3,12.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Sanders,1972,1973,1,1,PF,VIR,ABA,4,2.0,1.3,0.0,100.0,-,66.7,100.0,6.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankie Sanders,1978,1981,2,1,SF,SAS,NBA,69,5.1,1.9,1.0,43.0,-,82.2,43.0,13.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Sanders,1989,1993,4,1,PF,ATL,NBA,55,2.0,1.9,0.5,39.5,-,60.9,39.5,7.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Sanders,2010,2017,6,1,C,MIL,NBA,238,6.4,5.7,0.7,48.0,0.0,55.3,48.0,15.4,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melvin Sanders,2005,2006,1,1,SG,SAS,NBA,16,2.6,1.4,0.2,48.5,66.7,70.0,51.5,10.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Sanders,1982,1993,11,1,SF,PHO,NBA,648,8.0,3.0,1.4,48.2,22.1,76.9,48.4,11.9,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Sanders,1960,1973,13,1,SF,BOS,NBA,916,9.6,6.3,1.1,42.8,0,76.7,0,11.9,56.5,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0
Ron Sanford,1971,1972,1,1,NA,DLC,ABA,1,0.0,0.0,0.0,-,-,-,-,-10.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Santiago,2000,2005,4,1,C,PHO,NBA,122,3.4,2.1,0.3,46.9,-,68.5,46.9,9.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Santini,1955,1956,1,1,NA,NYK,NBA,4,2.8,0.8,0.3,50.0,0,50.0,0,12.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne Sappleton,1984,1985,1,1,PF,BRK,NBA,33,2.9,2.3,0.2,47.1,-,41.2,47.1,7.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dario Šarić,2016,2021,5,0,PF,PHI,NBA,356,11.7,5.9,2.0,44.1,35.7,83.8,51.7,14.0,16.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Olivier Sarr,2021,2022,1,0,C,OKC,NBA,22,7.0,4.2,0.9,57.4,44.8,82.8,63.9,14.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Sasser,1996,1999,2,1,SF,SAS,NBA,14,2.1,1.1,0.3,41.2,33.3,50.0,42.6,7.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeryl Sasser,2001,2003,2,1,SG,ORL,NBA,82,2.5,2.3,0.8,30.3,29.5,68.7,33.3,8.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomáš Satoranský,2016,2022,6,0,SG,WAS,NBA,387,6.9,2.9,4.1,46.7,35.3,82.0,52.3,13.3,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Satterfield,2001,2003,2,1,PG,DEN,NBA,75,4.3,1.3,2.3,33.5,21.8,74.6,35.1,8.3,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pep Saul,1949,1955,6,1,SG,LAL,NBA,384,5.6,2.0,1.6,36.0,0,73.9,0,10.5,12.7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Woody Sauldsberry,1957,1966,7,1,PF,GSW,NBA,462,10.7,7.8,1.1,34.8,0,61.0,0,8.9,-10.7,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Glynn Saulters,1968,1969,1,1,NA,NOB,ABA,22,2.7,0.9,0.5,31.4,0.0,68.2,31.4,5.7,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fred Saunders,1974,1978,4,1,SF,PHO,NBA,210,5.3,3.0,1.1,44.3,0,68.2,0,11.4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don Savage,1951,1957,2,1,NA,PHI,NBA,17,3.2,1.8,0.8,24.2,0,68.6,0,7.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Predrag Savović,2002,2003,1,1,SG,DEN,NBA,27,3.1,0.9,0.8,31.2,15.4,72.4,33.3,6.0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan Sawyer,1950,1951,1,1,NA,WSC,NBA,33,6.6,3.7,0.8,37.0,0,86.0,0,-,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Scalabrine,2001,2012,11,1,PF,BOS,NBA,520,3.1,2.0,0.8,39.0,34.4,78.3,45.0,7.7,7.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alex Scales,2005,2006,1,1,SG,SAS,NBA,1,0.0,0.0,0.0,-,-,-,-,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeWayne Scales,1980,1984,3,1,PF,NYK,NBA,49,4.6,2.9,0.2,41.7,16.7,62.8,41.9,10.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Schade,1972,1973,1,1,PG,SAC,NBA,9,1.1,0.7,1.1,28.6,0,100.0,0,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Schadler,1947,1948,1,1,NA,CHS,BAA,37,1.5,-,0.2,19.8,0,76.9,0,-,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herm Schaefer,1948,1950,2,1,NA,LAL,BAA,123,7.6,-,3.2,37.9,0,82.8,0,-,12.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Billy Schaeffer,1973,1976,3,1,SF,NYA,ABA,137,5.9,2.1,0.7,47.2,23.1,73.2,47.6,12.1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Schafer,1955,1957,2,1,SG,GSW,NBA,65,4.2,1.3,1.0,29.8,0,77.7,0,7.0,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Schakel,2021,2022,1,0,SG,WAS,NBA,3,1.7,2.3,0.0,10.0,16.7,100.0,15.0,-0.3,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Scharnus,1946,1949,2,1,NA,CLR,BAA,52,2.0,-,0.4,19.9,0,61.7,0,-,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marv Schatzman,1949,1950,1,1,NA,BLB,NBA,34,3.4,-,1.1,24.7,0,58.0,0,-,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fred Schaus,1949,1954,5,1,SF,DET,NBA,334,12.2,6.0,2.9,35.2,0,82.3,0,14.8,31.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Danny Schayes,1981,1999,18,1,C,DEN,NBA,1138,7.7,5.0,1.1,48.1,13.3,80.6,48.1,13.4,48.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolph Schayes,1949,1964,15,1,PF,PHI,NBA,996,18.5,12.1,3.1,38.0,0,84.9,0,22.1,142.4,1,1973,12,0,1,0,0,0,1,12,0,0,0,0,0,0,0,0,0,1
Ossie Schectman,1946,1947,1,1,NA,NYK,BAA,54,8.1,-,2.0,27.6,0,62.0,0,-,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Scheffler,1990,1997,7,1,C,OKC,NBA,174,1.9,1.0,0.1,55.8,20.0,75.9,56.0,13.5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Scheffler,1984,1985,1,1,C,POR,NBA,39,1.3,1.9,0.3,41.2,-,50.0,41.2,6.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Schellhase,1966,1968,2,1,PG,CHI,NBA,73,2.8,1.0,0.8,34.9,0,56.7,0,8.6,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Schenscher,2005,2007,2,1,C,CHI,NBA,31,1.8,1.7,0.3,46.9,-,45.0,46.9,6.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herb Scherer,1950,1952,2,1,C,TRI,NBA,32,3.6,2.4,0.7,28.9,0,59.2,0,3.9,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwayne Schintzius,1990,1999,8,1,C,BRK,NBA,217,2.7,2.5,0.4,40.4,12.5,63.8,40.5,9.4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale Schlueter,1968,1978,10,1,C,POR,NBA,586,5.3,5.2,1.6,49.7,0,67.8,0,13.7,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otto Schnellbacher,1948,1949,1,1,NA,PRO,BAA,43,6.4,-,1.5,33.2,0,66.9,0,-,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Schnittker,1950,1958,6,1,SF,LAL,NBA,364,8.3,3.8,1.3,37.9,0,82.5,0,13.9,22.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Russ Schoene,1982,1989,4,1,PF,OKC,NBA,290,5.1,2.5,0.6,43.5,33.5,75.1,45.7,11.1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Admiral Schofield,2019,2022,2,0,PF,WAS,NBA,70,3.4,1.9,0.6,40.0,31.9,73.3,50.0,6.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Scholz,1969,1970,1,1,NA,PHI,NBA,1,2.0,0.0,0.0,100.0,0,-,0,67.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milt Schoon,1946,1950,2,1,NA,DTF,BAA,103,6.0,-,0.9,34.2,0,60.5,0,-,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detlef Schrempf,1985,2001,16,1,SF,OKC,NBA,1136,13.9,6.2,3.4,49.1,38.4,80.3,51.3,17.2,109.5,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
Dennis Schröder,2013,2022,9,0,PG,ATL,NBA,621,14.2,2.9,4.7,43.6,33.8,83.3,48.3,14.7,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howie Schultz,1949,1953,3,1,PF,LAL,NBA,173,5.3,3.1,1.7,27.1,0,71.1,0,8.0,5.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dick Schulz,1946,1950,4,1,NA,WSC,BAA,205,5.6,-,1.0,25.9,0,71.9,0,-,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roger Schurig,1967,1968,1,1,PG,HSM,ABA,21,4.8,1.4,0.9,37.2,37.5,75.0,38.8,7.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Schweitz,1984,1987,2,1,SG,OKC,NBA,22,2.6,1.0,0.8,33.3,0.0,70.0,33.3,4.2,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Scola,2007,2017,10,1,PF,HOU,NBA,743,12.0,6.7,1.6,49.3,33.9,74.0,49.9,16.3,45.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fred Scolari,1946,1955,9,1,PG,WSC,NBA,534,11.3,2.7,2.6,32.1,0,81.8,0,13.3,33.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin Scott,1977,1985,8,1,SF,PHO,NBA,627,4.9,3.2,1.4,48.1,20.0,73.3,48.2,11.3,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brent Scott,1996,1997,1,1,PF,IND,NBA,16,1.2,0.6,0.2,47.1,-,50.0,47.1,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Byron Scott,1983,1997,14,1,SG,LAL,NBA,1073,14.1,2.8,2.5,48.2,37.0,83.3,51.4,15.5,75.2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
Charlie Scott,1970,1980,10,1,SG,PHO,NBA,717,20.7,4.0,4.9,44.8,25.3,77.3,44.9,15.8,41.4,1,2018,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Dennis Scott,1990,2000,10,1,SF,ORL,NBA,629,12.9,2.8,2.1,41.7,39.7,79.3,50.2,13.4,33.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
James Scott,1996,1997,1,1,SF,MIA,NBA,8,0.1,0.8,0.4,0.0,0.0,50.0,0.0,-4.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Scott,2012,2021,9,0,PF,ATL,NBA,555,6.7,3.1,0.9,45.3,36.2,75.7,53.1,12.3,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray Scott,1961,1972,11,1,PF,DET,NBA,811,14.3,9.8,2.2,40.9,60.0,72.7,40.9,15.9,34.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shawnelle Scott,1996,2002,4,1,C,CLE,NBA,105,1.8,2.2,0.2,46.4,-,46.5,46.4,13.1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tre Scott,2021,2022,1,0,SF,CLE,NBA,2,3.0,1.0,0.0,50.0,0.0,-,50.0,20.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willie Scott,1969,1970,1,1,NA,DLC,ABA,8,1.6,0.5,0.3,40.0,-,16.7,40.0,-7.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Scranton,1967,1968,1,1,NA,ANA,ABA,5,1.8,3.2,0.2,44.4,-,25.0,44.4,10.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Scrubb,2020,2022,2,0,SG,LAC,NBA,22,3.8,1.4,0.4,39.0,26.7,80.0,43.9,8.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carey Scurry,1985,1988,3,1,SF,UTA,NBA,180,4.7,2.9,1.1,48.0,25.0,66.6,48.6,14.1,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Seals,1973,1978,5,1,SF,OKC,NBA,348,8.9,4.2,1.0,42.3,20.4,67.2,42.6,11.5,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shea Seals,1997,1998,1,1,SG,LAL,NBA,4,1.0,1.0,0.0,12.5,0.0,50.0,12.5,4.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malik Sealy,1992,2000,8,1,SF,LAC,NBA,493,10.1,3.2,1.7,42.6,29.2,80.9,44.4,13.6,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Searcy,1975,1976,1,1,SF,BOS,NBA,4,1.5,0.0,0.3,33.3,0,100.0,0,5.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Sears,1955,1964,8,1,SF,NYK,NBA,529,13.9,7.8,1.6,45.5,0,82.6,0,18.5,55.8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne See,1949,1950,1,1,NA,WAT,NBA,61,5.2,-,2.3,37.3,0,69.6,0,-,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thabo Sefolosha,2006,2020,14,1,SG,OKC,NBA,869,5.7,3.7,1.4,44.9,34.9,73.2,50.9,11.4,39.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rony Seikaly,1988,1999,11,1,C,MIA,NBA,678,14.7,9.5,1.3,48.4,18.8,67.9,48.4,15.7,37.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Glen Selbo,1949,1950,1,1,NA,SHE,NBA,13,3.2,-,1.8,19.6,0,75.9,0,-,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Selby,2011,2013,2,1,PG,MEM,NBA,38,2.2,0.5,0.9,33.0,14.3,72.0,34.6,2.7,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne Selden,2016,2022,4,0,SG,MEM,NBA,127,7.2,2.0,1.5,41.5,34.4,71.8,48.4,9.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Sellers,1986,1993,6,1,PF,CHI,NBA,398,6.3,2.7,1.1,45.2,20.0,79.3,45.4,11.1,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Sellers,1976,1977,1,1,SG,DET,NBA,44,4.5,0.9,0.6,38.4,0,72.2,0,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rollie Seltz,1949,1950,1,1,NA,AND,NBA,34,7.8,-,1.9,30.1,0,76.9,0,-,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lester Selvage,1967,1970,2,1,PG,ANA,ABA,82,13.5,2.7,3.1,35.4,31.6,74.1,42.4,10.6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Selvy,1954,1964,9,1,SG,LAL,NBA,565,10.8,3.7,2.8,39.4,0,72.8,0,12.4,23.8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
